Trip id,Starttime,Stoptime,Bikeid,Tripduration,From station id,From station name,To station id,To station name,Usertype
15450059,2016/1/30 15:51,2016/1/30 16:03,70204,729,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1023,Liberty Ave & Baum Blvd,Subscriber
15450061,2016/1/30 15:52,2016/1/30 15:58,70344,371,1023,Liberty Ave & Baum Blvd,1030,S Euclid Ave & Centre Ave,Customer
15450063,2016/1/30 15:53,2016/1/30 17:51,70304,7100,1015,Federal St & E North Ave,1013,Isabella St & Federal St (PNC Park),Customer
15450064,2016/1/30 15:53,2016/1/30 16:02,70470,557,1015,Federal St & E North Ave,1013,Isabella St & Federal St (PNC Park),Subscriber
15450067,2016/1/30 15:56,2016/1/30 16:50,70390,3227,1046,S 25th St & E Carson St,1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15450069,2016/1/30 15:56,2016/1/30 16:49,70425,3180,1046,S 25th St & E Carson St,1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15450070,2016/1/30 15:57,2016/1/30 16:49,70475,3127,1046,S 25th St & E Carson St,1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15450071,2016/1/30 15:57,2016/1/30 16:49,70218,3096,1046,S 25th St & E Carson St,1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15450076,2016/1/30 16:03,2016/1/30 16:28,70321,1487,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Subscriber
15450077,2016/1/30 16:03,2016/1/30 16:28,70342,1524,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Subscriber
15450083,2016/1/30 16:05,2016/1/30 17:03,70353,3493,1011,Fort Duquesne Blvd & 7th St,1006,Ross St & Sixth Ave (Steel Plaza T Station),Customer
15450096,2016/1/30 16:14,2016/1/30 17:36,70474,4878,1006,Ross St & Sixth Ave (Steel Plaza T Station),1048,S 18th St & Sidney St,Customer
15450097,2016/1/30 16:15,2016/1/30 17:04,70250,2953,1034,Ellsworth Ave & N Neville St,1035,Fifth Ave & S Dithridge St,Customer
15450100,2016/1/30 16:18,2016/1/30 17:36,70433,4697,1006,Ross St & Sixth Ave (Steel Plaza T Station),1048,S 18th St & Sidney St,Customer
15450101,2016/1/30 16:18,2016/1/30 16:34,70207,937,1049,S 12th St & E Carson St,1017,21st St & Penn Ave,Subscriber
15450103,2016/1/30 16:20,2016/1/30 17:05,70287,2672,1034,Ellsworth Ave & N Neville St,1035,Fifth Ave & S Dithridge St,Customer
15450104,2016/1/30 16:21,2016/1/30 17:05,70471,2653,1034,Ellsworth Ave & N Neville St,1035,Fifth Ave & S Dithridge St,Customer
15450105,2016/1/30 16:21,2016/1/30 16:47,70303,1606,1031,Maryland Ave & Ellsworth Ave,1033,Ivy St & Walnut St   ,Customer
15450106,2016/1/30 16:21,2016/1/30 16:47,70462,1590,1031,Maryland Ave & Ellsworth Ave,1033,Ivy St & Walnut St   ,Customer
15450107,2016/1/30 16:21,2016/1/30 16:47,70271,1597,1031,Maryland Ave & Ellsworth Ave,1033,Ivy St & Walnut St   ,Customer
15450115,2016/1/30 16:26,2016/1/30 17:10,70411,2660,1048,S 18th St & Sidney St,1000,Liberty Ave & Stanwix St,Customer
15450118,2016/1/30 16:27,2016/1/30 17:10,70396,2576,1048,S 18th St & Sidney St,1000,Liberty Ave & Stanwix St,Customer
15450120,2016/1/30 16:28,2016/1/30 16:43,70470,903,1013,Isabella St & Federal St (PNC Park),1015,Federal St & E North Ave,Subscriber
15450124,2016/1/30 16:30,2016/1/30 16:43,70220,799,1013,Isabella St & Federal St (PNC Park),1015,Federal St & E North Ave,Subscriber
15450128,2016/1/30 16:31,2016/1/30 16:53,70408,1280,1001,Forbes Ave & Market Square,1010,10th St & Penn Ave (David L. Lawrence Convention Center),Customer
15450140,2016/1/30 16:38,2016/1/30 16:42,70228,248,1028,Penn Ave & Putnam St (Bakery Square),1029,Alder St & S Highland Ave,Subscriber
15450150,2016/1/30 16:43,2016/1/30 16:53,70485,616,1007,Stevenson St & Forbes Ave,1045,S 27th St & Tunnel Blvd (Southside Works),Subscriber
15450155,2016/1/30 16:44,2016/1/30 17:41,70329,3436,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
15450178,2016/1/30 16:50,2016/1/30 18:38,70394,6449,1008,Centre Ave & Consol Energy Center,1000,Liberty Ave & Stanwix St,Customer
15450188,2016/1/30 16:54,2016/1/30 18:36,70414,6082,1008,Centre Ave & Consol Energy Center,1000,Liberty Ave & Stanwix St,Customer
15450202,2016/1/30 17:02,2016/1/30 17:26,70267,1449,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
15450203,2016/1/30 17:02,2016/1/30 17:26,70308,1440,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
15450205,2016/1/30 17:02,2016/1/30 17:22,70490,1203,1047,S 22nd St & E Carson St,1047,S 22nd St & E Carson St,Subscriber
15450207,2016/1/30 17:03,2016/1/30 17:15,70259,731,1012,North Shore Trail & Fort Duquesne Bridge,1002,Third Ave & Wood St,Customer
15450208,2016/1/30 17:03,2016/1/30 17:15,70309,718,1012,North Shore Trail & Fort Duquesne Bridge,1002,Third Ave & Wood St,Customer
15450260,2016/1/30 17:24,2016/1/30 17:47,70385,1391,1047,S 22nd St & E Carson St,1006,Ross St & Sixth Ave (Steel Plaza T Station),Subscriber
15450262,2016/1/30 17:26,2016/1/30 18:09,70396,2552,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
15450265,2016/1/30 17:27,2016/1/30 17:37,70277,594,1024,S Negley Ave & Baum Blvd,1040,Bigelow Blvd & Fifth Ave,Customer
15450281,2016/1/30 17:37,2016/1/30 17:59,70376,1369,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1004,First Ave & B St (T Station),Customer
15450360,2016/1/30 18:27,2016/1/30 18:31,70409,241,1038,Boulevard of the Allies & Parkview Ave,1043,Coltart Ave & Forbes Ave,Subscriber
15450393,2016/1/30 18:47,2016/1/30 18:52,70313,292,1037,Frew St & Schenley Dr,1038,Boulevard of the Allies & Parkview Ave,Subscriber
15450402,2016/1/30 18:52,2016/1/30 19:00,70396,502,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
15450549,2016/1/30 20:28,2016/1/30 20:34,70480,354,1041,Fifth Ave & S Bouquet St,1038,Boulevard of the Allies & Parkview Ave,Subscriber
15450560,2016/1/30 20:38,2016/1/30 20:50,70417,756,1040,Bigelow Blvd & Fifth Ave,1034,Ellsworth Ave & N Neville St,Customer
15450562,2016/1/30 20:38,2016/1/30 20:49,70277,664,1040,Bigelow Blvd & Fifth Ave,1034,Ellsworth Ave & N Neville St,Customer
15450588,2016/1/30 21:09,2016/1/30 21:16,70494,393,1003,First Ave & Smithfield St (Art Institute),1007,Stevenson St & Forbes Ave,Subscriber
15450611,2016/1/30 21:22,2016/1/30 21:38,70326,948,1008,Centre Ave & Consol Energy Center,1001,Forbes Ave & Market Square,Customer
15450703,2016/1/30 23:12,2016/1/30 23:24,70347,754,1045,S 27th St & Tunnel Blvd (Southside Works),1007,Stevenson St & Forbes Ave,Subscriber
15450753,2016/1/31 0:24,2016/1/31 0:28,70463,246,1013,Isabella St & Federal St (PNC Park),1006,Ross St & Sixth Ave (Steel Plaza T Station),Subscriber
15450799,2016/1/31 1:40,2016/1/31 1:53,70427,775,1038,Boulevard of the Allies & Parkview Ave,1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15450803,2016/1/31 1:40,2016/1/31 1:53,70313,746,1038,Boulevard of the Allies & Parkview Ave,1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15450832,2016/1/31 2:20,2016/1/31 2:30,70360,626,1032,Maryland Ave & Walnut St,1021,Taylor St & Liberty Ave,Subscriber
15450884,2016/1/31 3:13,2016/1/31 3:46,70368,1946,1023,Liberty Ave & Baum Blvd,1015,Federal St & E North Ave,Customer
15451033,2016/1/31 4:57,2016/1/31 5:25,70216,1694,1049,S 12th St & E Carson St,1035,Fifth Ave & S Dithridge St,Customer
15451051,2016/1/31 5:15,2016/1/31 5:31,70439,950,1020,42nd and Penn Ave.,1028,Penn Ave & Putnam St (Bakery Square),Customer
15451213,2016/1/31 6:39,2016/1/31 6:53,70263,818,1031,Maryland Ave & Ellsworth Ave,1041,Fifth Ave & S Bouquet St,Subscriber
15451357,2016/1/31 7:40,2016/1/31 7:48,70274,507,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1007,Stevenson St & Forbes Ave,Subscriber
15451394,2016/1/31 7:50,2016/1/31 7:55,70228,301,1029,Alder St & S Highland Ave,1028,Penn Ave & Putnam St (Bakery Square),Subscriber
15451418,2016/1/31 8:03,2016/1/31 8:18,70311,899,1049,S 12th St & E Carson St,1049,S 12th St & E Carson St,Customer
15451437,2016/1/31 8:09,2016/1/31 8:12,70338,170,1034,Ellsworth Ave & N Neville St,1035,Fifth Ave & S Dithridge St,Subscriber
15451453,2016/1/31 8:15,2016/1/31 8:34,70463,1132,1006,Ross St & Sixth Ave (Steel Plaza T Station),1047,S 22nd St & E Carson St,Subscriber
15451526,2016/1/31 8:41,2016/1/31 9:11,70490,1772,1047,S 22nd St & E Carson St,1047,S 22nd St & E Carson St,Subscriber
15451539,2016/1/31 8:45,2016/1/31 8:54,70374,534,1021,Taylor St & Liberty Ave,1050,Healthy Ride Hub,Customer
15451569,2016/1/31 8:53,2016/1/31 9:02,70274,539,1007,Stevenson St & Forbes Ave,1048,S 18th St & Sidney St,Subscriber
15451629,2016/1/31 9:12,2016/1/31 9:34,70463,1313,1047,S 22nd St & E Carson St,1003,First Ave & Smithfield St (Art Institute),Subscriber
15451702,2016/1/31 9:35,2016/1/31 9:50,70428,905,1003,First Ave & Smithfield St (Art Institute),1007,Stevenson St & Forbes Ave,Subscriber
15451706,2016/1/31 9:38,2016/1/31 9:58,70375,1234,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
15451713,2016/1/31 9:41,2016/1/31 9:52,70411,658,1000,Liberty Ave & Stanwix St,1017,21st St & Penn Ave,Customer
15451714,2016/1/31 9:41,2016/1/31 9:52,70329,648,1000,Liberty Ave & Stanwix St,1017,21st St & Penn Ave,Customer
15451843,2016/1/31 10:18,2016/1/31 10:50,70398,1919,1013,Isabella St & Federal St (PNC Park),1010,10th St & Penn Ave (David L. Lawrence Convention Center),Customer
15451868,2016/1/31 10:30,2016/1/31 12:21,70470,6655,1015,Federal St & E North Ave,1001,Forbes Ave & Market Square,Customer
15451873,2016/1/31 10:32,2016/1/31 12:21,70220,6519,1015,Federal St & E North Ave,1001,Forbes Ave & Market Square,Customer
15451921,2016/1/31 10:54,2016/1/31 11:04,70203,575,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Subscriber
15451927,2016/1/31 10:59,2016/1/31 11:05,70368,360,1015,Federal St & E North Ave,1011,Fort Duquesne Blvd & 7th St,Customer
15451977,2016/1/31 11:12,2016/1/31 11:28,70483,963,1015,Federal St & E North Ave,1016,17th St & Penn Ave,Subscriber
15452013,2016/1/31 11:23,2016/1/31 11:47,70389,1396,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Subscriber
15452029,2016/1/31 11:29,2016/1/31 14:47,70276,11886,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
15452030,2016/1/31 11:30,2016/1/31 12:47,70291,4652,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
15452052,2016/1/31 11:36,2016/1/31 12:19,70226,2564,1035,Fifth Ave & S Dithridge St,1017,21st St & Penn Ave,Customer
15452054,2016/1/31 11:37,2016/1/31 12:12,70412,2143,1035,Fifth Ave & S Dithridge St,1017,21st St & Penn Ave,Customer
15452066,2016/1/31 11:44,2016/1/31 13:28,70313,6248,1049,S 12th St & E Carson St,1049,S 12th St & E Carson St,Customer
15452098,2016/1/31 12:02,2016/1/31 12:09,70432,451,1023,Liberty Ave & Baum Blvd,1030,S Euclid Ave & Centre Ave,Subscriber
15452107,2016/1/31 12:04,2016/1/31 12:22,70424,1055,1016,17th St & Penn Ave,1015,Federal St & E North Ave,Subscriber
15452108,2016/1/31 12:04,2016/1/31 12:34,70289,1784,1011,Fort Duquesne Blvd & 7th St,1016,17th St & Penn Ave,Customer
15452110,2016/1/31 12:04,2016/1/31 12:34,70335,1758,1011,Fort Duquesne Blvd & 7th St,1016,17th St & Penn Ave,Customer
15452147,2016/1/31 12:26,2016/1/31 13:12,70281,2779,1045,S 27th St & Tunnel Blvd (Southside Works),1045,S 27th St & Tunnel Blvd (Southside Works),Subscriber
15452149,2016/1/31 12:26,2016/1/31 12:44,70301,1068,1019,42nd St & Butler St,1017,21st St & Penn Ave,Customer
15452151,2016/1/31 12:28,2016/1/31 12:44,70382,981,1019,42nd St & Butler St,1017,21st St & Penn Ave,Customer
15452157,2016/1/31 12:29,2016/1/31 12:32,70432,171,1030,S Euclid Ave & Centre Ave,1024,S Negley Ave & Baum Blvd,Subscriber
15452161,2016/1/31 12:30,2016/1/31 12:46,70279,972,1001,Forbes Ave & Market Square,1016,17th St & Penn Ave,Customer
15452165,2016/1/31 12:31,2016/1/31 14:34,70272,7423,1046,S 25th St & E Carson St,1046,S 25th St & E Carson St,Customer
15452175,2016/1/31 12:33,2016/1/31 12:46,70295,807,1001,Forbes Ave & Market Square,1016,17th St & Penn Ave,Customer
15452180,2016/1/31 12:36,2016/1/31 12:58,70399,1266,1045,S 27th St & Tunnel Blvd (Southside Works),1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15452181,2016/1/31 12:37,2016/1/31 13:16,70282,2379,1049,S 12th St & E Carson St,1049,S 12th St & E Carson St,Customer
15452183,2016/1/31 12:37,2016/1/31 13:02,70353,1475,1006,Ross St & Sixth Ave (Steel Plaza T Station),1047,S 22nd St & E Carson St,Subscriber
15452185,2016/1/31 12:39,2016/1/31 13:15,70475,2139,1049,S 12th St & E Carson St,1049,S 12th St & E Carson St,Customer
15452187,2016/1/31 12:41,2016/1/31 13:08,70372,1612,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1016,17th St & Penn Ave,Subscriber
15452191,2016/1/31 12:42,2016/1/31 12:53,70230,693,1022,Liberty Ave & S Millvale Ave (West Penn Hospital),1028,Penn Ave & Putnam St (Bakery Square),Subscriber
15452195,2016/1/31 12:43,2016/1/31 12:49,70211,342,1048,S 18th St & Sidney St,1048,S 18th St & Sidney St,Customer
15452196,2016/1/31 12:43,2016/1/31 13:34,70274,3056,1048,S 18th St & Sidney St,1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15452198,2016/1/31 12:44,2016/1/31 12:49,70203,303,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Subscriber
15452218,2016/1/31 12:49,2016/1/31 13:33,70433,2635,1048,S 18th St & Sidney St,1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15452222,2016/1/31 12:51,2016/1/31 14:31,70459,5967,1047,S 22nd St & E Carson St,1007,Stevenson St & Forbes Ave,Customer
15452223,2016/1/31 12:51,2016/1/31 14:31,70476,5974,1047,S 22nd St & E Carson St,1007,Stevenson St & Forbes Ave,Customer
15452226,2016/1/31 12:55,2016/1/31 13:48,70236,3175,1015,Federal St & E North Ave,1016,17th St & Penn Ave,Customer
15452237,2016/1/31 12:58,2016/1/31 13:48,70424,2964,1015,Federal St & E North Ave,1016,17th St & Penn Ave,Customer
15452240,2016/1/31 13:00,2016/1/31 13:09,70218,524,1049,S 12th St & E Carson St,1006,Ross St & Sixth Ave (Steel Plaza T Station),Subscriber
15452248,2016/1/31 13:03,2016/1/31 14:07,70242,3794,1037,Frew St & Schenley Dr,1016,17th St & Penn Ave,Customer
15452249,2016/1/31 13:04,2016/1/31 14:07,70336,3774,1037,Frew St & Schenley Dr,1016,17th St & Penn Ave,Customer
15452258,2016/1/31 13:08,2016/1/31 13:47,70273,2323,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Customer
15452260,2016/1/31 13:09,2016/1/31 13:45,70461,2203,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Customer
15452263,2016/1/31 13:09,2016/1/31 15:45,70311,9349,1049,S 12th St & E Carson St,1049,S 12th St & E Carson St,Customer
15452268,2016/1/31 13:12,2016/1/31 14:44,70484,5531,1002,Third Ave & Wood St,1012,North Shore Trail & Fort Duquesne Bridge,Customer
15452277,2016/1/31 13:15,2016/1/31 14:44,70244,5348,1002,Third Ave & Wood St,1012,North Shore Trail & Fort Duquesne Bridge,Customer
15452279,2016/1/31 13:15,2016/1/31 14:44,70309,5318,1002,Third Ave & Wood St,1012,North Shore Trail & Fort Duquesne Bridge,Customer
15452300,2016/1/31 13:20,2016/1/31 14:45,70259,5096,1002,Third Ave & Wood St,1012,North Shore Trail & Fort Duquesne Bridge,Customer
15452302,2016/1/31 13:20,2016/1/31 14:16,70262,3392,1045,S 27th St & Tunnel Blvd (Southside Works),1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15452303,2016/1/31 13:20,2016/1/31 13:27,70372,421,1016,17th St & Penn Ave,1010,10th St & Penn Ave (David L. Lawrence Convention Center),Subscriber
15452307,2016/1/31 13:21,2016/1/31 14:16,70485,3347,1045,S 27th St & Tunnel Blvd (Southside Works),1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15452325,2016/1/31 13:28,2016/1/31 13:37,70268,544,1021,Taylor St & Liberty Ave,1034,Ellsworth Ave & N Neville St,Customer
15452327,2016/1/31 13:28,2016/1/31 13:37,70240,528,1021,Taylor St & Liberty Ave,1034,Ellsworth Ave & N Neville St,Customer
15452328,2016/1/31 13:29,2016/1/31 13:37,70256,496,1021,Taylor St & Liberty Ave,1034,Ellsworth Ave & N Neville St,Subscriber
15452331,2016/1/31 13:29,2016/1/31 13:55,70353,1516,1047,S 22nd St & E Carson St,1003,First Ave & Smithfield St (Art Institute),Subscriber
15452332,2016/1/31 13:30,2016/1/31 14:00,70321,1767,1013,Isabella St & Federal St (PNC Park),1046,S 25th St & E Carson St,Customer
15452350,2016/1/31 13:36,2016/1/31 14:02,70292,1564,1017,21st St & Penn Ave,1015,Federal St & E North Ave,Customer
15452352,2016/1/31 13:37,2016/1/31 14:02,70226,1499,1017,21st St & Penn Ave,1015,Federal St & E North Ave,Customer
15452356,2016/1/31 13:37,2016/1/31 13:43,70316,324,1038,Boulevard of the Allies & Parkview Ave,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Subscriber
15452363,2016/1/31 13:39,2016/1/31 14:53,70214,4482,1012,North Shore Trail & Fort Duquesne Bridge,1008,Centre Ave & Consol Energy Center,Customer
15452371,2016/1/31 13:41,2016/1/31 13:45,70349,196,1039,Atwood St & Bates St,1041,Fifth Ave & S Bouquet St,Subscriber
15452375,2016/1/31 13:43,2016/1/31 14:10,70414,1668,1000,Liberty Ave & Stanwix St,1017,21st St & Penn Ave,Customer
15452376,2016/1/31 13:43,2016/1/31 14:49,70394,3993,1000,Liberty Ave & Stanwix St,1000,Liberty Ave & Stanwix St,Customer
15452377,2016/1/31 13:43,2016/1/31 13:50,70381,438,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
15452380,2016/1/31 13:44,2016/1/31 14:40,70342,3362,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Customer
15452388,2016/1/31 13:47,2016/1/31 14:39,70304,3121,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Customer
15452389,2016/1/31 13:48,2016/1/31 13:55,70289,442,1016,17th St & Penn Ave,1010,10th St & Penn Ave (David L. Lawrence Convention Center),Customer
15452390,2016/1/31 13:48,2016/1/31 14:47,70375,3569,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
15452391,2016/1/31 13:48,2016/1/31 14:59,70427,4269,1045,S 27th St & Tunnel Blvd (Southside Works),1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15452392,2016/1/31 13:49,2016/1/31 13:55,70335,368,1016,17th St & Penn Ave,1010,10th St & Penn Ave (David L. Lawrence Convention Center),Customer
15452393,2016/1/31 13:49,2016/1/31 15:36,70370,6400,1008,Centre Ave & Consol Energy Center,1048,S 18th St & Sidney St,Customer
15452394,2016/1/31 13:49,2016/1/31 15:00,70281,4237,1045,S 27th St & Tunnel Blvd (Southside Works),1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15452399,2016/1/31 13:51,2016/1/31 13:55,70359,244,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,Customer
15452401,2016/1/31 13:52,2016/1/31 14:48,70291,3361,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
15452404,2016/1/31 13:53,2016/1/31 15:41,70300,6443,1008,Centre Ave & Consol Energy Center,1048,S 18th St & Sidney St,Customer
15452407,2016/1/31 13:54,2016/1/31 15:09,70274,4536,1045,S 27th St & Tunnel Blvd (Southside Works),1048,S 18th St & Sidney St,Customer
15452412,2016/1/31 13:54,2016/1/31 14:19,70373,1482,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15452414,2016/1/31 13:55,2016/1/31 14:19,70389,1475,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15452415,2016/1/31 13:55,2016/1/31 15:10,70433,4508,1045,S 27th St & Tunnel Blvd (Southside Works),1048,S 18th St & Sidney St,Customer
15452416,2016/1/31 13:55,2016/1/31 15:09,70399,4429,1045,S 27th St & Tunnel Blvd (Southside Works),1048,S 18th St & Sidney St,Customer
15452417,2016/1/31 13:55,2016/1/31 14:19,70316,1420,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),1045,S 27th St & Tunnel Blvd (Southside Works),Customer
15452423,2016/1/31 13:57,2016/1/31 14:07,70307,619,1003,First Ave & Smithfield St (Art Institute),1007,Stevenson St & Forbes Ave,Subscriber
15452434,2016/1/31 14:01,2016/1/31 14:10,70329,592,1017,21st St & Penn Ave,1018,37th St & Butler St,Customer
15452435,2016/1/31 14:01,2016/1/31 14:10,70436,571,1017,21st St & Penn Ave,1018,37th St & Butler St,Customer
15452439,2016/1/31 14:02,2016/1/31 14:17,70247,851,1020,42nd and Penn Ave.,1037,Frew St & Schenley Dr,Customer
15452441,2016/1/31 14:03,2016/1/31 15:27,70461,5070,1013,Isabella St & Federal St (PNC Park),1012,North Shore Trail & Fort Duquesne Bridge,Customer
15452443,2016/1/31 14:04,2016/1/31 15:27,70273,5013,1013,Isabella St & Federal St (PNC Park),1012,North Shore Trail & Fort Duquesne Bridge,Customer
15452448,2016/1/31 14:05,2016/1/31 15:50,70486,6309,1000,Liberty Ave & Stanwix St,1012,North Shore Trail & Fort Duquesne Bridge,Customer
15452450,2016/1/31 14:05,2016/1/31 14:26,70438,1229,1020,42nd and Penn Ave.,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Customer
15452451,2016/1/31 14:06,2016/1/31 14:26,70264,1214,1020,42nd and Penn Ave.,1036,Schenley Dr at Schenley Plaza (Carnegie Library Main),Customer
15452453,2016/1/31 14:06,2016/1/31 15:54,70267,6523,1000,Liberty Ave & Stanwix St,1012,North Shore Trail & Fort Duquesne Bridge,Customer
15452455,2016/1/31 14:06,2016/1/31 14:10,70349,242,1041,Fifth Ave & S Bouquet St,1039,Atwood St & Bates St,Subscriber
15452458,2016/1/31 14:08,2016/1/31 14:38,70478,1805,1021,Taylor St & Liberty Ave,1010,10th St & Penn Ave (David L. Lawrence Convention Center),Customer
15452465,2016/1/31 14:10,2016/1/31 14:15,70269,283,1038,Boulevard of the Allies & Parkview Ave,1037,Frew St & Schenley Dr,Subscriber
15452473,2016/1/31 14:14,2016/1/31 14:47,70349,2021,1039,Atwood St & Bates St,1039,Atwood St & Bates St,Customer
15452474,2016/1/31 14:14,2016/1/31 14:47,70331,2017,1039,Atwood St & Bates St,1039,Atwood St & Bates St,Customer
15452486,2016/1/31 14:17,2016/1/31 17:00,70416,9824,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
15452488,2016/1/31 14:18,2016/1/31 14:38,70386,1177,1019,42nd St & Butler St,1017,21st St & Penn Ave,Customer
15452489,2016/1/31 14:18,2016/1/31 17:00,70201,9689,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
15452491,2016/1/31 14:18,2016/1/31 15:36,70492,4640,1019,42nd St & Butler St,1017,21st St & Penn Ave,Customer
15452493,2016/1/31 14:19,2016/1/31 16:59,70469,9646,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
15452495,2016/1/31 14:20,2016/1/31 15:08,70421,2925,1023,Liberty Ave & Baum Blvd,1033,Ivy St & Walnut St   ,Customer
15452501,2016/1/31 14:21,2016/1/31 14:34,70428,802,1007,Stevenson St & Forbes Ave,1047,S 22nd St & E Carson St,Subscriber
15452506,2016/1/31 14:22,2016/1/31 15:38,70490,4544,1047,S 22nd St & E Carson St,1016,17th St & Penn Ave,Customer
15452510,2016/1/31 14:23,2016/1/31 15:44,70465,4877,1017,21st St & Penn Ave,1016,17th St & Penn Ave,Customer
15452511,2016/1/31 14:23,2016/1/31 15:38,70302,4491,1047,S 22nd St & E Carson St,1016,17th St & Penn Ave,Customer
15452512,2016/1/31 14:23,2016/1/31 15:44,70450,4826,1017,21st St & Penn Ave,1016,17th St & Penn Ave,Customer
15452514,2016/1/31 14:24,2016/1/31 16:20,70249,6956,1047,S 22nd St & E Carson St,1047,S 22nd St & E Carson St,Customer
15452518,2016/1/31 14:26,2016/1/31 15:39,70215,4395,1047,S 22nd St & E Carson St,1016,17th St & Penn Ave,Customer
15452523,2016/1/31 14:27,2016/1/31 15:08,70204,2478,1023,Liberty Ave & Baum Blvd,1033,Ivy St & Walnut St   ,Customer
15452536,2016/1/31 14:33,2016/1/31 15:05,70308,1900,1001,Forbes Ave & Market Square,1007,Stevenson St & Forbes Ave,Customer
15452538,2016/1/31 14:34,2016/1/31 16:52,70376,8309,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
15452549,2016/1/31 14:39,2016/1/31 15:05,70326,1532,1001,Forbes Ave & Market Square,1007,Stevenson St & Forbes Ave,Subscriber
15452551,2016/1/31 14:41,2016/1/31 15:02,70323,1278,1016,17th St & Penn Ave,1015,Federal St & E North Ave,Customer
15452552,2016/1/31 14:41,2016/1/31 15:05,70203,1427,1000,Liberty Ave & Stanwix St,1007,Stevenson St & Forbes Ave,Customer
15452556,2016/1/31 14:42,2016/1/31 16:36,70223,6863,1004,First Ave & B St (T Station),1004,First Ave & B St (T Station),Customer
15452557,2016/1/31 14:42,2016/1/31 15:11,70428,1785,1047,S 22nd St & E Carson St,1047,S 22nd St & E Carson St,Subscriber
15452561,2016/1/31 14:43,2016/1/31 15:54,70257,4241,1041,Fifth Ave & S Bouquet St,1033,Ivy St & Walnut St   ,Customer
15452564,2016/1/31 14:43,2016/1/31 15:53,70366,4196,1041,Fifth Ave & S Bouquet St,1033,Ivy St & Walnut St   ,Customer
15452565,2016/1/31 14:44,2016/1/31 15:02,70426,1107,1016,17th St & Penn Ave,1015,Federal St & E North Ave,Customer
15452566,2016/1/31 14:44,2016/1/31 15:54,70489,4193,1041,Fifth Ave & S Bouquet St,1033,Ivy St & Walnut St   ,Customer
