"","Year","Month","Day","Hour","Weather.type","Visibility","Temperature","Wind.speed"
"3316","2015","11","16","3",0,10,7.2,9
"3317","2015","11","16","4",0,10,5,8
"3318","2015","11","16","5",0,10,5,8
"3319","2015","11","16","6",0,9,4.4,7
"3320","2015","11","16","7",0,10,6.1,9
"3321","2015","11","16","8",0,10,8.3,6
"3322","2015","11","16","9",0,10,10,3
"3323","2015","11","16","10",0,10,13.3,0
"3324","2015","11","16","11",0,10,15.6,0
"3325","2015","11","16","12",0,10,16.7,0
"3326","2015","11","16","13",0,10,17.8,0
"3327","2015","11","16","14",0,10,17.2,5
"3328","2015","11","16","15",0,10,16.7,3
"3329","2015","11","16","16",0,10,16.1,0
"3330","2015","11","16","17",0,10,15.6,3
"3331","2015","11","16","18",0,10,15.6,0
"3332","2015","11","16","19",0,10,14.4,0
"3333","2015","11","16","20",0,10,13.3,5
"3334","2015","11","16","21",0,10,12.2,3
"3335","2015","11","16","22",0,10,12.2,5
"3336","2015","11","16","23",0,10,11.1,0
"3337","2015","11","17","0",0,10,11.1,5
"3338","2015","11","17","1",0,10,10,3
"3339","2015","11","17","2",0,10,10,6
"3340","2015","11","17","3",0,10,10,3
"3341","2015","11","17","4",0,10,10.6,6
"3342","2015","11","17","5",0,10,9.4,7
"3343","2015","11","17","6",0,10,8.3,6
"3344","2015","11","17","7",0,10,10,9
"3345","2015","11","17","8",0,10,12.2,9
"3346","2015","11","17","9",0,10,13.9,10
"3347","2015","11","17","10",0,10,15.6,11
"3348","2015","11","17","11",0,10,17.8,14
"3349","2015","11","17","12",0,10,18.9,16
"3350","2015","11","17","13",0,10,18.3,15
"3351","2015","11","17","14",0,10,17.8,13
"3352","2015","11","17","15",0,10,17.2,15
"3353","2015","11","17","16",0,10,16.1,16
"3354","2015","11","17","17",0,10,15.6,18
"3355","2015","11","17","18",0,10,15,13
"3356","2015","11","17","19",0,10,15,17
"3357","2015","11","17","20",0,10,15,15
"3358","2015","11","17","21",0,10,14.4,17
"3359","2015","11","17","22",0,10,14.4,16
"3360","2015","11","17","23",0,10,14.4,14
"3361","2015","11","18","0",0,10,13.9,9
"3362","2015","11","18","1",0,10,14.4,11
"3363","2015","11","18","2",0,10,14.4,14
"3364","2015","11","18","3",0,10,13.9,13
"3365","2015","11","18","4",0,10,13.9,21
"3366","2015","11","18","5",0,10,12.8,16
"3367","2015","11","18","6",0,10,12.2,13
"3368","2015","11","18","7",0,10,12.2,10
"3369","2015","11","18","8",0,10,13.3,9
"3370","2015","11","18","9",0,10,15.6,18
"3371","2015","11","18","10",0,10,16.1,22
"3372","2015","11","18","11",0,10,16.7,21
"3373","2015","11","18","12",0,10,17.8,15
"3374","2015","11","18","13",0,10,17.8,23
"3375","2015","11","18","14",0,10,18.3,23
"3376","2015","11","18","15",0,10,17.2,17
"3377","2015","11","18","16",0,10,16.7,21
"3378","2015","11","18","17",0,10,16.7,17
"3379","2015","11","18","18",0,10,16.7,17
"3380","2015","11","18","19",0,10,17.2,14
"3381","2015","11","18","20",4,10,17.2,9
"3382","2015","11","18","21",4,5,14.4,7
"3383","2015","11","18","22",4,3.5,14.7,11.5
"3384","2015","11","18","23",4,10,15.6,14
"3385","2015","11","19","0",4,7.5,15.6,14.5
"3386","2015","11","19","1",4,10,15.6,15
"3387","2015","11","19","2",0,10,16.1,16
"3388","2015","11","19","3",4,10,16.1,14
"3389","2015","11","19","4",0,10,16.1,9
"3390","2015","11","19","5",0,10,16.1,6
"3391","2015","11","19","6",0,10,16.7,17
"3392","2015","11","19","7",0,10,16.7,13
"3393","2015","11","19","8",1.333333333,10,15.93333333,10.33333333
"3394","2015","11","19","9",0,10,15.6,9
"3395","2015","11","19","10",0,10,16.1,11
"3396","2015","11","19","11",0,10,17.8,16
"3397","2015","11","19","12",0,10,18.3,18
"3398","2015","11","19","13",0,10,17.8,16
"3399","2015","11","19","14",0,10,17.8,18
"3400","2015","11","19","15",0,10,17.2,14
"3401","2015","11","19","16",0,10,16.1,11
"3402","2015","11","19","17",0,10,15.6,14
"3403","2015","11","19","18",0,10,14.4,14
"3404","2015","11","19","19",0,10,13.3,20
"3405","2015","11","19","20",0,10,11.7,16
"3406","2015","11","19","21",0,10,11.1,10
"3407","2015","11","19","22",0,10,10,15
"3408","2015","11","19","23",0,10,8.9,9
"3409","2015","11","20","0",0,10,7.8,9
"3410","2015","11","20","1",0,10,6.1,8
"3411","2015","11","20","2",0,10,5,11
"3412","2015","11","20","3",0,10,4.4,8
"3413","2015","11","20","4",0,10,3.3,11
"3414","2015","11","20","5",0,10,2.8,8
"3415","2015","11","20","6",0,10,2.8,9
"3416","2015","11","20","7",0,10,2.8,9
"3417","2015","11","20","8",0,10,4.4,10
"3418","2015","11","20","9",0,10,5.6,10
"3419","2015","11","20","10",0,10,7.2,11
"3420","2015","11","20","11",0,10,7.8,17
"3421","2015","11","20","12",0,10,8.3,17
"3422","2015","11","20","13",0,10,8.9,13
"3423","2015","11","20","14",0,10,9.4,6
"3424","2015","11","20","15",0,10,8.9,13
"3425","2015","11","20","16",0,10,7.8,6
"3426","2015","11","20","17",0,10,7.2,3
"3427","2015","11","20","18",0,10,7.2,3
"3428","2015","11","20","19",0,10,6.7,3
"3429","2015","11","20","20",0,10,5,5
"3430","2015","11","20","21",0,10,5,0
"3431","2015","11","20","22",0,10,2.8,5
"3432","2015","11","20","23",0,10,4.4,0
"3433","2015","11","21","0",0,10,3.9,0
"3434","2015","11","21","1",0,10,3.3,6
"3435","2015","11","21","2",0,10,3.3,5
"3436","2015","11","21","3",0,10,3.3,3
"3437","2015","11","21","4",0,10,2.8,3
"3438","2015","11","21","5",0,10,2.2,3
"3439","2015","11","21","6",0,10,1.7,6
"3440","2015","11","21","7",0,10,2.8,8
"3441","2015","11","21","8",0,10,3.9,8
"3442","2015","11","21","9",0,10,5.6,9
"3443","2015","11","21","10",0,10,7.8,8
"3444","2015","11","21","11",0,10,11.1,16
"3445","2015","11","21","12",0,10,12.2,11
"3446","2015","11","21","13",0,10,13.3,13
"3447","2015","11","21","14",0,10,13.3,16
"3448","2015","11","21","15",0,10,13.3,15
"3449","2015","11","21","16",0,10,11.7,15
"3450","2015","11","21","17",0,10,11.1,16
"3451","2015","11","21","18",0,10,11.1,14
"3452","2015","11","21","19",0,10,10.6,14
"3453","2015","11","21","20",0,10,11.7,13
"3454","2015","11","21","21",4,8,7.566666667,22.66666667
"3455","2015","11","21","22",4,10,5.3,17.75
"3456","2015","11","21","23",0,10,5,22
"3457","2015","11","22","0",0,10,4.4,15
"3458","2015","11","22","1",0,10,3.7,19.33333333
"3459","2015","11","22","2",0,10,3.3,11
"3460","2015","11","22","3",0,10,3.3,14
"3461","2015","11","22","4",0,10,2.966666667,11.66666667
"3462","2015","11","22","5",0,10,1.866666667,7.666666667
"3463","2015","11","22","6",0,10,1.7,11.33333333
"3464","2015","11","22","7",0,10,1.7,8
"3465","2015","11","22","8",0,10,1.7,7
"3466","2015","11","22","9",0,10,1.7,7
"3467","2015","11","22","10",0,10,2.8,9
"3468","2015","11","22","11",0,10,3.3,7
"3469","2015","11","22","12",0,10,2.8,8
"3470","2015","11","22","13",0,10,2.8,14
"3471","2015","11","22","14",0,10,1.7,10
"3472","2015","11","22","15",0,10,1.7,6
"3473","2015","11","22","16",0,10,1.1,6
"3474","2015","11","22","17",0,10,0,6
"3475","2015","11","22","18",0,10,-0.6,6
"3476","2015","11","22","19",0,10,-1.1,5
"3477","2015","11","22","20",0,10,-1.1,9
"3478","2015","11","22","21",0,10,-1.7,6
"3479","2015","11","22","22",0,10,-2.2,5
"3480","2015","11","22","23",0,10,-2.8,6
"3481","2015","11","23","0",0,10,-3.3,5
"3482","2015","11","23","1",0,10,-3.9,5
"3483","2015","11","23","2",0,10,-4.4,5
"3484","2015","11","23","3",0,10,-4.4,6
"3485","2015","11","23","4",0,10,-3.3,3
"3486","2015","11","23","5",0,10,-4.4,8
"3487","2015","11","23","6",0,10,-4.4,7
"3488","2015","11","23","7",0,10,-4.4,7
"3489","2015","11","23","8",0,10,-3.3,5
"3490","2015","11","23","9",0,10,-0.6,6
"3491","2015","11","23","10",0,10,0.6,9
"3492","2015","11","23","11",0,10,2.2,10
"3493","2015","11","23","12",0,10,2.8,8
"3494","2015","11","23","13",0,10,2.8,5
"3495","2015","11","23","14",0,10,2.8,8
"3496","2015","11","23","15",0,10,2.8,9
"3497","2015","11","23","16",0,10,2.2,7
"3498","2015","11","23","17",0,10,2.2,5
"3499","2015","11","23","18",0,10,2.2,6
"3500","2015","11","23","19",0,10,1.7,6
"3501","2015","11","23","20",0,10,1.7,6
"3502","2015","11","23","21",0,10,1.7,7
"3503","2015","11","23","22",0,10,1.1,8
"3504","2015","11","23","23",0,10,0.6,8
"3505","2015","11","24","0",0,10,1.1,7
"3506","2015","11","24","1",0,10,1.7,5
"3507","2015","11","24","2",0,10,1.7,3
"3508","2015","11","24","3",0,10,1.7,5
"3509","2015","11","24","4",0,10,1.7,6
"3510","2015","11","24","5",0,10,2.2,8
"3511","2015","11","24","6",0,10,1.7,3
"3512","2015","11","24","7",0,10,1.7,8
"3513","2015","11","24","8",0,10,2.8,5
"3514","2015","11","24","9",0,10,4.15,6.5
"3515","2015","11","24","10",0,10,5,7.333333333
"3516","2015","11","24","11",0,10,5.85,6.5
"3517","2015","11","24","12",0,10,7.2,6
"3518","2015","11","24","13",0,10,7.8,3
"3519","2015","11","24","14",0,10,7.8,6
"3520","2015","11","24","15",0,10,7.8,6
"3521","2015","11","24","16",0,10,7.2,0
"3522","2015","11","24","17",0,10,6.7,0
"3523","2015","11","24","18",0,10,5.6,3
"3524","2015","11","24","19",0,10,4.4,5
"3525","2015","11","24","20",0,10,3.9,5
"3526","2015","11","24","21",0,10,2.8,6
"3527","2015","11","24","22",0,10,2.2,7
"3528","2015","11","24","23",0,10,1.7,6
"3529","2015","11","25","0",0,10,2.2,3
"3530","2015","11","25","1",0,10,1.1,5
"3531","2015","11","25","2",0,10,0.6,6
"3532","2015","11","25","3",0,10,1.1,6
"3533","2015","11","25","4",0,10,1.1,5
"3534","2015","11","25","5",0,10,0.6,5
"3535","2015","11","25","6",0,10,0.6,6
"3536","2015","11","25","7",0,10,1.1,6
"3537","2015","11","25","8",0,10,3.3,7
"3538","2015","11","25","9",0,10,6.1,9
"3539","2015","11","25","10",0,10,8.9,8
"3540","2015","11","25","11",0,10,11.7,7
"3541","2015","11","25","12",0,10,13.3,6
"3542","2015","11","25","13",0,10,14.4,7
"3543","2015","11","25","14",0,10,14.4,9
"3544","2015","11","25","15",0,10,13.9,13
"3545","2015","11","25","16",0,10,12.8,7
"3546","2015","11","25","17",0,10,11.7,16
"3547","2015","11","25","18",0,10,10,10
"3548","2015","11","25","19",0,10,10,9
"3549","2015","11","25","20",0,10,8.9,9
"3550","2015","11","25","21",0,10,8.3,8
"3551","2015","11","25","22",0,10,8.3,11
"3552","2015","11","25","23",0,10,7.8,8
"3553","2015","11","26","0",0,10,6.7,8
"3554","2015","11","26","1",0,10,6.1,8
"3555","2015","11","26","2",0,10,6.1,8
"3556","2015","11","26","3",0,10,5.6,8
"3557","2015","11","26","4",0,10,6.7,8
"3558","2015","11","26","5",0,10,7.2,9
"3559","2015","11","26","6",0,10,8.3,8
"3560","2015","11","26","7",0,10,8.3,9
"3561","2015","11","26","8",0,10,8.9,8
"3562","2015","11","26","9",0,10,11.7,10
"3563","2015","11","26","10",0,10,13.3,13
"3564","2015","11","26","11",0,10,15,9
"3565","2015","11","26","12",0,10,17.2,9
"3566","2015","11","26","13",0,10,17.8,11
"3567","2015","11","26","14",0,10,18.3,10
"3568","2015","11","26","15",0,10,17.8,10
"3569","2015","11","26","16",0,10,16.7,8
"3570","2015","11","26","17",0,10,15.6,7
"3571","2015","11","26","18",0,10,15,7
"3572","2015","11","26","19",0,10,13.9,6
"3573","2015","11","26","20",0,10,12.8,8
"3574","2015","11","26","21",0,10,12.8,9
"3575","2015","11","26","22",0,10,12.8,11
"3576","2015","11","26","23",0,10,12.2,10
"3577","2015","11","27","0",0,10,12.2,9
"3578","2015","11","27","1",0,10,11.7,10
"3579","2015","11","27","2",0,10,11.1,9
"3580","2015","11","27","3",0,10,11.1,11
"3581","2015","11","27","4",0,10,11.7,11
"3582","2015","11","27","5",0,10,11.1,10
"3583","2015","11","27","6",0,10,11.7,9
"3584","2015","11","27","7",0,10,11.1,11
"3585","2015","11","27","8",0,10,12.2,9
"3586","2015","11","27","9",0,10,13.3,10
"3587","2015","11","27","10",0,10,15,10
"3588","2015","11","27","11",0,10,17.8,11
"3589","2015","11","27","12",0,10,18.3,15
"3590","2015","11","27","13",0,10,18.9,15
"3591","2015","11","27","14",0,10,18.9,15
"3592","2015","11","27","15",0,10,17.8,13
"3593","2015","11","27","16",0,10,17.2,6
"3594","2015","11","27","17",0,10,17.2,7
"3595","2015","11","27","18",0,10,17.2,7
"3596","2015","11","27","19",0,10,17.2,8
"3597","2015","11","27","20",0,10,16.7,10
"3598","2015","11","27","21",0,10,16.7,9
"3599","2015","11","27","22",0,10,16.7,7
"3600","2015","11","27","23",0,10,16.1,5
"3601","2015","11","28","0",0,10,16.1,9
"3602","2015","11","28","1",4,10,15.8,8
"3603","2015","11","28","2",0,10,14.4,7
"3604","2015","11","28","3",0,10,13.3,7
"3605","2015","11","28","4",0,10,13.3,8
"3606","2015","11","28","5",0,10,13.3,9
"3607","2015","11","28","6",4,2.833333333,12.96666667,4
"3608","2015","11","28","7",4,1.892857143,10.4,7.714285714
"3609","2015","11","28","8",4,1.833333333,9.4,8
"3610","2015","11","28","9",2.4,0.9,9.32,6.4
"3611","2015","11","28","10",2,1.375,9.4,6
"3612","2015","11","28","11",2,1.833333333,9.266666667,6.666666667
"3613","2015","11","28","12",2.4,1.8,9.02,6.8
"3614","2015","11","28","13",2.666666667,1.833333333,8.733333333,5.333333333
"3615","2015","11","28","14",4,2,8.9,6
"3616","2015","11","28","15",2,2.5,8.3,6
"3617","2015","11","28","16",3.333333333,5,8.133333333,7.333333333
"3618","2015","11","28","17",2.666666667,9,7.8,5
"3619","2015","11","28","18",2,7,7.6,7
"3620","2015","11","28","19",2,5,7.2,5
"3621","2015","11","28","20",2,1.9375,7.075,7
"3622","2015","11","28","21",2,1.291666667,6.75,6.833333333
"3623","2015","11","28","22",2,2.40625,6.3625,5.75
"3624","2015","11","28","23",2,3.4375,6.1,4.5
"3625","2015","11","29","0",2,2.95,6,7.2
"3626","2015","11","29","1",2,5.5,5.6,8
"3627","2015","11","29","2",4,1.75,5.866666667,6.333333333
"3628","2015","11","29","3",2,1.1875,5,6
"3629","2015","11","29","4",2,3.666666667,5,7
"3630","2015","11","29","5",2,4,4.4,10
"3631","2015","11","29","6",2,6,3.9,7
"3632","2015","11","29","7",4.25,0.5,3.925,5.75
"3633","2015","11","29","8",5,0.25,4.15,7.5
"3634","2015","11","29","9",4.25,0.3125,4.3,7
"3635","2015","11","29","10",5,0.45,4.32,7
"3636","2015","11","29","11",5,0.45,4.22,7.4
"3637","2015","11","29","12",1,5.875,4.275,6.5
"3638","2015","11","29","13",0,10,4.15,4.5
"3639","2015","11","29","14",0,10,4.4,5
"3640","2015","11","29","15",0,10,4.4,3
"3641","2015","11","29","16",0,10,3.9,2.5
"3642","2015","11","29","17",0,10,3.9,0
"3643","2015","11","29","18",0,10,3.3,0
"3644","2015","11","29","19",0,10,3.3,3
"3645","2015","11","29","20",0,10,2.8,5
"3646","2015","11","29","21",0,10,2.2,5
"3647","2015","11","29","22",0,10,2.8,5
"3648","2015","11","29","23",0,10,3.3,6
"3649","2015","11","30","0",0,10,2.8,6
"3650","2015","11","30","1",0,10,2.2,6
"3651","2015","11","30","2",0,10,1.1,3
"3652","2015","11","30","3",0,10,1.1,6
"3653","2015","11","30","4",0,10,0.6,7
"3654","2015","11","30","5",0,10,0.6,5
"3655","2015","11","30","6",0,10,0.6,5
"3656","2015","11","30","7",0,10,0.6,6
"3657","2015","11","30","8",0,10,1.1,5
"3658","2015","11","30","9",0,10,2.2,5
"3659","2015","11","30","10",0,10,5,7
"3660","2015","11","30","11",0,10,7.2,8
"3661","2015","11","30","12",0,10,7.8,9
"3662","2015","11","30","13",0,10,7.8,7
"3663","2015","11","30","14",0,10,7.2,7
"3664","2015","11","30","15",0,10,7.2,7
"3665","2015","11","30","16",0,7,6.4,8.5
"3666","2015","11","30","17",2,3.5,5.85,6.5
"3667","2015","11","30","18",1.5,4,5.85,4.75
"3668","2015","11","30","19",0,10,6.85,6
"3669","2015","11","30","20",0,10,7.2,7.5
"3670","2015","11","30","21",0,10,7.8,8
"3671","2015","11","30","22",0,10,7.8,8
"3672","2015","11","30","23",0,10,8.3,8
"3673","2015","12","1","0",0,10,8.3,7
"3674","2015","12","1","1",0,10,8.3,7
"3675","2015","12","1","2",0,10,8.3,7
"3676","2015","12","1","3",2.5,7.5,8.05,7.5
"3677","2015","12","1","4",2,3.5,7.9,10
"3678","2015","12","1","5",2,5,7.8,3
"3679","2015","12","1","6",4.5,1.1875,7.85,6.25
"3680","2015","12","1","7",5,0.375,7.95,6
"3681","2015","12","1","8",3.2,2.4,8.3,6.6
"3682","2015","12","1","9",4,3,8.733333333,6.666666667
"3683","2015","12","1","10",4.333333333,1.194444444,9.444444444,10.88888889
"3684","2015","12","1","11",3.25,0.7175,11.25,11.5
"3685","2015","12","1","12",2,1.5,12.8,6
"3686","2015","12","1","13",0,1.5,13.6,7.5
"3687","2015","12","1","14",2.5,3.25,13.9,7.25
"3688","2015","12","1","15",2,9,14.4,7
"3689","2015","12","1","16",0,9,14.4,8
"3690","2015","12","1","17",1,5.5,14.4,7.5
"3691","2015","12","1","18",0,9.5,14.7,9.5
"3692","2015","12","1","19",4,8,15,8.5
"3693","2015","12","1","20",2,4,14.4,6
"3694","2015","12","1","21",2,3.5,14.4,8
"3695","2015","12","1","22",4,4.5,13.6,8.5
"3696","2015","12","1","23",4,6,12.23333333,7.666666667
"3697","2015","12","2","0",2.666666667,6.666666667,10.36666667,8.333333333
"3698","2015","12","2","1",0,10,9.8,7
"3699","2015","12","2","2",0,10,9.6,3.666666667
"3700","2015","12","2","3",0,10,8.9,3
"3701","2015","12","2","4",4.333333333,5.333333333,8.933333333,1
"3702","2015","12","2","5",4,6.5,7.8,5
"3703","2015","12","2","6",4,4.583333333,7.866666667,7
"3704","2015","12","2","7",4.2,4,7.6,6.8
"3705","2015","12","2","8",4,2.4375,7.5,6.5
"3706","2015","12","2","9",3.2,2.8,7.84,5.2
"3707","2015","12","2","10",2.571428571,1.607142857,8.085714286,1.285714286
"3708","2015","12","2","11",3,1.083333333,8.25,2.333333333
"3709","2015","12","2","12",2.4,1.8,8.92,5
"3710","2015","12","2","13",2,6,9.266666667,8.666666667
"3711","2015","12","2","14",0,10,10,8
"3712","2015","12","2","15",0,10,10,6.75
"3713","2015","12","2","16",0,10,9.7,6.5
"3714","2015","12","2","17",4,10,8.3,20
"3715","2015","12","2","18",0,10,7.8,8
"3716","2015","12","2","19",0,10,7.8,10
"3717","2015","12","2","20",0,10,6.1,9
"3718","2015","12","2","21",0,10,5.6,9
"3719","2015","12","2","22",4,9,5,7.5
"3720","2015","12","2","23",4,6.5,3.6,13
"3721","2015","12","3","0",6,8,2.4,11
"3722","2015","12","3","1",0,10,2.2,12.66666667
"3723","2015","12","3","2",0,10,2.2,9.666666667
"3724","2015","12","3","3",0,10,1.1,14
"3725","2015","12","3","4",0,10,1.4,10.5
"3726","2015","12","3","5",0,10,1.1,13
"3727","2015","12","3","6",0,10,1.1,10
"3728","2015","12","3","7",0,10,1.7,10
"3729","2015","12","3","8",0,10,1.7,14
"3730","2015","12","3","9",0,10,2.2,10
"3731","2015","12","3","10",0,10,2.8,10
"3732","2015","12","3","11",0,10,2.8,14
"3733","2015","12","3","12",0,10,2.8,13
"3734","2015","12","3","13",0,10,3.05,10.5
"3735","2015","12","3","14",0,10,4.15,11
"3736","2015","12","3","15",0,10,4.4,12
"3737","2015","12","3","16",0,10,4.2,10
"3738","2015","12","3","17",0,10,3.9,9
"3739","2015","12","3","18",0,10,3.9,11
"3740","2015","12","3","19",0,10,3.9,11
"3741","2015","12","3","20",0,10,3.3,10
"3742","2015","12","3","21",0,10,3.3,9
"3743","2015","12","3","22",0,10,3.3,8
"3744","2015","12","3","23",0,10,3.3,9
"3745","2015","12","4","0",0,10,3.3,9
"3746","2015","12","4","1",0,10,3.3,8
"3747","2015","12","4","2",0,10,3.3,8
"3748","2015","12","4","3",0,10,3.3,8
"3749","2015","12","4","4",0,10,3.3,7
"3750","2015","12","4","5",0,10,3.3,8
"3751","2015","12","4","6",0,10,3.3,10
"3752","2015","12","4","7",0,10,3.3,7
"3753","2015","12","4","8",0,10,3.3,10
"3754","2015","12","4","9",0,10,3.9,9
"3755","2015","12","4","10",0,10,5,12
"3756","2015","12","4","11",0,10,6.1,10
"3757","2015","12","4","12",0,10,7.2,13
"3758","2015","12","4","13",0,10,7.8,10
"3759","2015","12","4","14",0,10,8.3,11
"3760","2015","12","4","15",0,10,8.3,10
"3761","2015","12","4","16",0,10,7.2,7
"3762","2015","12","4","17",0,10,6.1,7
"3763","2015","12","4","18",0,10,6.1,6
"3764","2015","12","4","19",0,10,5.6,6
"3765","2015","12","4","20",0,10,5,6
"3766","2015","12","4","21",0,10,4.4,3
"3767","2015","12","4","22",0,10,3.3,0
"3768","2015","12","4","23",0,9,2.8,0
"3769","2015","12","5","0",0,8,2.2,3
"3770","2015","12","5","1",0,7,1.1,0
"3771","2015","12","5","2",2,6,1.1,0
"3772","2015","12","5","3",2,4,0,3
"3773","2015","12","5","4",2,1.25,-1.8,6
"3774","2015","12","5","5",4.4,0.45,-1.46,5
"3775","2015","12","5","6",4,0.875,-1.916666667,2.166666667
"3776","2015","12","5","7",5,0,-2.8,0
"3777","2015","12","5","8",5,0.25,-2.033333333,0
"3778","2015","12","5","9",2.6,1.65,-0.34,0
"3779","2015","12","5","10",2,2.75,1.8,0
"3780","2015","12","5","11",0,9,6.1,3
"3781","2015","12","5","12",0,10,7.8,3
"3782","2015","12","5","13",0,10,8.3,0
"3783","2015","12","5","14",0,10,9.4,0
"3784","2015","12","5","15",0,10,10,0
"3785","2015","12","5","16",0,10,8.9,3
"3786","2015","12","5","17",0,10,7.2,3
"3787","2015","12","5","18",0,10,6.1,3
"3788","2015","12","5","19",0,10,4.4,3
"3789","2015","12","5","20",0,9,3.9,5
"3790","2015","12","5","21",0,8,2.8,0
"3791","2015","12","5","22",0,7,2.8,3
"3792","2015","12","5","23",2,5,1.7,3
"3793","2015","12","6","0",2,3,0.6,3
"3794","2015","12","6","1",2,1.95,0.12,2.8
"3795","2015","12","6","2",5,0.3125,-1,0
"3796","2015","12","6","3",5,0.25,-1.925,0.75
"3797","2015","12","6","4",5,0.25,-2.525,0
"3798","2015","12","6","5",3.75,0.25,-3.3,0
"3799","2015","12","6","6",5,0.25,-3.3,1.5
"3800","2015","12","6","7",5,0.125,-2.5,0
"3801","2015","12","6","8",5,0,-0.6,3
"3802","2015","12","6","9",5,0,0.6,0
"3803","2015","12","6","10",5,0.25,1.1,0
"3804","2015","12","6","11",2.5,2.125,3.05,3.5
"3805","2015","12","6","12",0,3,7.2,6
"3806","2015","12","6","13",0,10,9.4,3
"3807","2015","12","6","14",0,10,10,0
"3808","2015","12","6","15",0,10,10,0
"3809","2015","12","6","16",0,9,8.3,5
"3810","2015","12","6","17",0,10,7.2,6
"3811","2015","12","6","18",0,10,6.7,6
"3812","2015","12","6","19",0,10,7.2,6
"3813","2015","12","6","20",0,7,5.6,5
"3814","2015","12","6","21",0,10,6.7,5
"3815","2015","12","6","22",0,8,3.3,7
"3816","2015","12","6","23",0,10,5,6
"3817","2015","12","7","0",0,10,5,0
"3818","2015","12","7","1",0,10,3.9,3
"3819","2015","12","7","2",2,5,1.1,6
"3820","2015","12","7","3",0.666666667,3.833333333,1.7,5.333333333
"3821","2015","12","7","4",2,2,1.14,2.4
"3822","2015","12","7","5",2.5,1.791666667,0.083333333,6.166666667
"3823","2015","12","7","6",2,1.75,0,3
"3824","2015","12","7","7",2,1.65,0,1.2
"3825","2015","12","7","8",3.5,3,0.25,3.5
"3826","2015","12","7","9",2.333333333,3.333333333,1.5,6.666666667
"3827","2015","12","7","10",0,7,4.4,0
"3828","2015","12","7","11",0,10,7.2,3
"3829","2015","12","7","12",0,8,7.8,5
"3830","2015","12","7","13",0,10,8.9,3
"3831","2015","12","7","14",0,10,9.4,5
"3832","2015","12","7","15",0,10,8.3,7
"3833","2015","12","7","16",0,10,7.2,5
"3834","2015","12","7","17",0,10,7.2,0
"3835","2015","12","7","18",0,10,6.7,3
"3836","2015","12","7","19",0,10,6.7,6
"3837","2015","12","7","20",0,10,5.6,7
"3838","2015","12","7","21",0,10,5,9
"3839","2015","12","7","22",0,10,4.4,3
"3840","2015","12","7","23",0,10,3.9,0
"3841","2015","12","8","0",0,10,3.3,3
"3842","2015","12","8","1",0,7,2.2,6
"3843","2015","12","8","2",2,5,0.6,8
"3844","2015","12","8","3",0,10,2.5,6.5
"3845","2015","12","8","4",0,8.5,1.95,4.5
"3846","2015","12","8","5",2,6,1.7,6
"3847","2015","12","8","6",2,4.666666667,1.433333333,8
"3848","2015","12","8","7",0,7,2.1,7
"3849","2015","12","8","8",2,6,2.8,8
"3850","2015","12","8","9",1,6.5,3.95,8.5
"3851","2015","12","8","10",0,9,5,7
"3852","2015","12","8","11",0,9,6.7,5
"3853","2015","12","8","12",0,10,7.2,6
"3854","2015","12","8","13",0,10,7.8,5
"3855","2015","12","8","14",0,10,8.3,5.5
"3856","2015","12","8","15",0,10,8.7,6.666666667
"3857","2015","12","8","16",0,10,8.3,6
"3858","2015","12","8","17",0,10,7.7,4.5
"3859","2015","12","8","18",0,10,7.2,5
"3860","2015","12","8","19",0,10,6.7,5
"3861","2015","12","8","20",0,10,5.6,5
"3862","2015","12","8","21",0,10,5,6
"3863","2015","12","8","22",0,8,3.9,6
"3864","2015","12","8","23",0,9,3.9,8
"3865","2015","12","9","0",0,10,3.9,7
"3866","2015","12","9","1",2,5,2.2,7
"3867","2015","12","9","2",2,4,3.3,7
"3868","2015","12","9","3",2,6,3.3,7
"3869","2015","12","9","4",2,3,1.7,9
"3870","2015","12","9","5",2,2.375,1.7,8
"3871","2015","12","9","6",0,10,0.85,9.5
"3872","2015","12","9","7",1.666666667,6.75,1.5,9.333333333
"3873","2015","12","9","8",0,10,3.3,9
"3874","2015","12","9","9",0,10,5.6,7
"3875","2015","12","9","10",0,10,8.9,10
"3876","2015","12","9","11",0,10,11.1,10
"3877","2015","12","9","12",0,10,13.3,9
"3878","2015","12","9","13",0,10,13.9,13
"3879","2015","12","9","14",0,10,13.9,11
"3880","2015","12","9","15",0,10,13.9,10
"3881","2015","12","9","16",0,10,13.3,8
"3882","2015","12","9","17",0,10,13.3,10
"3883","2015","12","9","18",0,10,13.3,8
"3884","2015","12","9","19",4,7,11.1,11
"3885","2015","12","9","20",0,10,11.05,8
"3886","2015","12","9","21",0,10,11.1,13
"3887","2015","12","9","22",0,10,10.975,7.75
"3888","2015","12","9","23",0,10,10.6,8
"3889","2015","12","10","0",0,10,10.6,7.666666667
"3890","2015","12","10","1",0,10,10,7
"3891","2015","12","10","2",0,10,10.15,10
"3892","2015","12","10","3",0,10,8.9,6
"3893","2015","12","10","4",0,10,8.9,5
"3894","2015","12","10","5",0,10,8.3,7
"3895","2015","12","10","6",0,8,7.8,6
"3896","2015","12","10","7",2,5,7.8,7
"3897","2015","12","10","8",2,6,8.3,8
"3898","2015","12","10","9",4,5.666666667,9.066666667,9.333333333
"3899","2015","12","10","10",0,7,10,9
"3900","2015","12","10","11",5,6,10,10.5
