"","Year","Month","Day","Hour","Weather.type","Visibility","Temperature","Wind.speed"
"1368","2015","8","26","23",0,10,15.6,3
"1369","2015","8","27","0",0,10,15.6,3
"1370","2015","8","27","1",0,10,15,3
"1371","2015","8","27","2",0,10,15,3
"1372","2015","8","27","3",0,10,15,3
"1373","2015","8","27","4",0,10,15,5
"1374","2015","8","27","5",0,10,15,3
"1375","2015","8","27","6",0,10,15,5
"1376","2015","8","27","7",0,10,16.7,3
"1377","2015","8","27","8",0,10,17.2,3
"1378","2015","8","27","9",0,10,18.9,0
"1379","2015","8","27","10",0,10,19.4,1.666666667
"1380","2015","8","27","11",0,10,18.9,3
"1381","2015","8","27","12",0,10,20,7
"1382","2015","8","27","13",0,10,20,3
"1383","2015","8","27","14",0,10,20,5
"1384","2015","8","27","15",0,10,20,3
"1385","2015","8","27","16",0,10,20.6,3
"1386","2015","8","27","17",0,10,20,5
"1387","2015","8","27","18",0,10,19.4,3
"1388","2015","8","27","19",0,10,18.9,0
"1389","2015","8","27","20",0,10,18.9,0
"1390","2015","8","27","21",0,10,18.3,0
"1391","2015","8","27","22",0,10,17.2,3
"1392","2015","8","27","23",0,10,16.7,0
"1393","2015","8","28","0",0,10,15.6,3
"1394","2015","8","28","1",0,10,15,5
"1395","2015","8","28","2",0,10,15,3
"1396","2015","8","28","3",0,10,13.9,3
"1397","2015","8","28","4",0,10,13.9,3
"1398","2015","8","28","5",0,7,13.9,0
"1399","2015","8","28","6",0,6,14.4,0
"1400","2015","8","28","7",0,10,16.7,0
"1401","2015","8","28","8",0,10,18.9,0
"1402","2015","8","28","9",0,10,21.1,5
"1403","2015","8","28","10",0,10,21.7,0
"1404","2015","8","28","11",0,10,23.9,0
"1405","2015","8","28","12",0,10,24.4,6
"1406","2015","8","28","13",0,10,23.9,0
"1407","2015","8","28","14",0,10,25,3
"1408","2015","8","28","15",0,10,25.6,3
"1409","2015","8","28","16",0,10,25,0
"1410","2015","8","28","17",0,10,24.4,6
"1411","2015","8","28","18",0,10,23.9,3
"1412","2015","8","28","19",0,10,23.3,0
"1413","2015","8","28","20",0,10,21.1,3
"1414","2015","8","28","21",0,9,20.6,3
"1415","2015","8","28","22",0,10,18.9,5
"1416","2015","8","28","23",0,10,18.9,3
"1417","2015","8","29","0",0,10,18.3,0
"1418","2015","8","29","1",0,10,16.1,0
"1419","2015","8","29","2",5,5,16.7,0
"1420","2015","8","29","3",0,7,14.4,3
"1421","2015","8","29","4",2,3,12.8,6
"1422","2015","8","29","5",5,4,13.9,3
"1423","2015","8","29","6",5,5,14.4,3
"1424","2015","8","29","7",0,10,17.2,6
"1425","2015","8","29","8",0,10,20,0
"1426","2015","8","29","9",0,10,23.3,7
"1427","2015","8","29","10",0,10,25.6,5
"1428","2015","8","29","11",0,10,26.7,5
"1429","2015","8","29","12",0,10,27.8,7
"1430","2015","8","29","13",0,10,27.2,13
"1431","2015","8","29","14",0,10,28.3,5
"1432","2015","8","29","15",0,10,27.8,7
"1433","2015","8","29","16",0,10,27.8,3
"1434","2015","8","29","17",0,10,27.2,7
"1435","2015","8","29","18",0,10,26.1,3
"1436","2015","8","29","19",0,10,25.6,3
"1437","2015","8","29","20",0,10,25,3
"1438","2015","8","29","21",0,10,23.9,6
"1439","2015","8","29","22",0,10,23.3,5
"1440","2015","8","29","23",0,10,21.7,6
"1441","2015","8","30","0",0,10,21.1,7
"1442","2015","8","30","1",0,10,20,7
"1443","2015","8","30","2",0,10,19.4,8
"1444","2015","8","30","3",0,10,18.9,7
"1445","2015","8","30","4",0,10,20,7
"1446","2015","8","30","5",4,7,19.4,0
"1447","2015","8","30","6",4.5,5,18.9,4
"1448","2015","8","30","7",5,4,19.4,3
"1449","2015","8","30","8",0,10,21.1,6
"1450","2015","8","30","9",0,10,22.8,5
"1451","2015","8","30","10",0,10,24.4,10
"1452","2015","8","30","11",0,10,26.7,8
"1453","2015","8","30","12",0,10,27.8,5
"1454","2015","8","30","13",0,10,28.3,7
"1455","2015","8","30","14",0,10,28.9,5
"1456","2015","8","30","15",0,10,28.3,5
"1457","2015","8","30","16",0,10,27.8,6
"1458","2015","8","30","17",0,10,27.2,5
"1459","2015","8","30","18",0,10,25,6
"1460","2015","8","30","19",0,10,25,10
"1461","2015","8","30","20",0,10,23.3,6
"1462","2015","8","30","21",0,10,23.3,6
"1463","2015","8","30","22",0,10,22.2,5
"1464","2015","8","30","23",0,10,21.7,6
"1465","2015","8","31","0",0,10,21.1,7
"1466","2015","8","31","1",0,9,20.6,3
"1467","2015","8","31","2",0,8,19.4,7
"1468","2015","8","31","3",0,9,20,7
"1469","2015","8","31","4",0,9,20,7
"1470","2015","8","31","5",0,8,20,5
"1471","2015","8","31","6",5,6,19.4,6
"1472","2015","8","31","7",0,7,20.6,3
"1473","2015","8","31","8",0,10,23.3,3
"1474","2015","8","31","9",0,10,25.6,6
"1475","2015","8","31","10",0,10,26.1,5
"1476","2015","8","31","11",0,10,28.3,3
"1477","2015","8","31","12",0,10,30,6
"1478","2015","8","31","13",0,10,30,8
"1479","2015","8","31","14",0,10,30.6,7
"1480","2015","8","31","15",0,10,30.6,9
"1481","2015","8","31","16",0,10,28.9,5
"1482","2015","8","31","17",0,10,29.4,3
"1483","2015","8","31","18",0,10,27.8,5
"1484","2015","8","31","19",0,10,26.7,5
"1485","2015","8","31","20",0,10,26.7,5
"1486","2015","8","31","21",0,10,25.6,6
"1487","2015","8","31","22",0,10,25,6
"1488","2015","8","31","23",0,10,23.3,0
"1489","2015","9","1","0",0,9,22.8,0
"1490","2015","9","1","1",0,9,22.2,3
"1491","2015","9","1","2",0,7,21.1,0
"1492","2015","9","1","3",5,6,20.6,0
"1493","2015","9","1","4",5,4,19.4,0
"1494","2015","9","1","5",2,2.416666667,18.93333333,5.666666667
"1495","2015","9","1","6",3,2.666666667,19.26666667,4.333333333
"1496","2015","9","1","7",5,4,21.7,3
"1497","2015","9","1","8",0,7,24.4,0
"1498","2015","9","1","9",0,7,26.1,0
"1499","2015","9","1","10",0,9,27.2,5
"1500","2015","9","1","11",0,10,29.4,6
"1501","2015","9","1","12",0,10,30,6
"1502","2015","9","1","13",0,10,30.6,6
"1503","2015","9","1","14",0,10,30,6
"1504","2015","9","1","15",0,10,30.6,5
"1505","2015","9","1","16",0,10,30.6,5
"1506","2015","9","1","17",0,10,28.9,6
"1507","2015","9","1","18",0,10,27.8,7
"1508","2015","9","1","19",0,10,26.7,5
"1509","2015","9","1","20",0,10,26.1,7
"1510","2015","9","1","21",0,10,25.6,7
"1511","2015","9","1","22",0,10,25,0
"1512","2015","9","1","23",0,10,24.4,3
"1513","2015","9","2","0",0,10,22.8,0
"1514","2015","9","2","1",0,9,21.7,5
"1515","2015","9","2","2",0,8,21.7,6
"1516","2015","9","2","3",0,8,21.7,3
"1517","2015","9","2","4",0,8,21.7,0
"1518","2015","9","2","5",5,6,20.6,3
"1519","2015","9","2","6",5,6,22.2,0
"1520","2015","9","2","7",5,6,23.3,0
"1521","2015","9","2","8",0,7,23.9,0
"1522","2015","9","2","9",0,9,26.1,3
"1523","2015","9","2","10",8,10,26.85,8
"1524","2015","9","2","11",8,5.25,25,6.666666667
"1525","2015","9","2","12",0,10,26.35,7
"1526","2015","9","2","13",0,10,30,9
"1527","2015","9","2","14",0,10,30,3
"1528","2015","9","2","15",0,10,30,3
"1529","2015","9","2","16",0,10,30.6,5
"1530","2015","9","2","17",0,10,29.4,9
"1531","2015","9","2","18",0,10,26.1,8
"1532","2015","9","2","19",0,10,25.6,9
"1533","2015","9","2","20",0,10,25,5
"1534","2015","9","2","21",0,10,23.9,5
"1535","2015","9","2","22",0,10,22.8,6
"1536","2015","9","2","23",0,10,22.2,6
"1537","2015","9","3","0",0,9,21.1,6
"1538","2015","9","3","1",0,9,21.1,8
"1539","2015","9","3","2",0,8,20.6,7
"1540","2015","9","3","3",5,6,20,5
"1541","2015","9","3","4",2,5,19.4,0
"1542","2015","9","3","5",5,4,20,6
"1543","2015","9","3","6",5,4,20,6
"1544","2015","9","3","7",5,6,21.1,6
"1545","2015","9","3","8",0,8,23.3,3
"1546","2015","9","3","9",0,9,25,3
"1547","2015","9","3","10",0,9,26.1,5
"1548","2015","9","3","11",0,9,28.3,5
"1549","2015","9","3","12",0,10,30,3
"1550","2015","9","3","13",8,10,28.85,6
"1551","2015","9","3","14",2.666666667,10,28.86666667,7.666666667
"1552","2015","9","3","15",0,10,27.2,6
"1553","2015","9","3","16",0,10,27.8,3
"1554","2015","9","3","17",8,8,26.05,0
"1555","2015","9","3","18",8,9,25,7
"1556","2015","9","3","19",8,9,24.4,6
"1557","2015","9","3","20",8,8,23.3,3
"1558","2015","9","3","21",0,8,22.75,8
"1559","2015","9","3","22",0,8,22.2,5
"1560","2015","9","3","23",0,8,22.2,0
"1561","2015","9","4","0",5,6,21.1,6
"1562","2015","9","4","1",5,6,20.6,6
"1563","2015","9","4","2",5,5,20,5
"1564","2015","9","4","3",5,5,20,7
"1565","2015","9","4","4",5,4,20,5
"1566","2015","9","4","5",5,4,20.6,0
"1567","2015","9","4","6",5,4,20.6,0
"1568","2015","9","4","7",5,3,21.1,5
"1569","2015","9","4","8",5,5,23.3,5
"1570","2015","9","4","9",5,6,25.6,7
"1571","2015","9","4","10",0,10,26.7,3
"1572","2015","9","4","11",0,10,28.3,3
"1573","2015","9","4","12",0,10,29.4,8
"1574","2015","9","4","13",0,10,30,3
"1575","2015","9","4","14",0,10,31.7,7
"1576","2015","9","4","15",0,10,30.6,3
"1577","2015","9","4","16",0,10,29.4,0
"1578","2015","9","4","17",0,10,28.9,9
"1579","2015","9","4","18",0,10,26.1,5
"1580","2015","9","4","19",0,10,25,0
"1581","2015","9","4","20",0,7,23.3,5
"1582","2015","9","4","21",5,6,21.7,5
"1583","2015","9","4","22",5,6,21.1,6
"1584","2015","9","4","23",5,5,21.7,0
"1585","2015","9","5","0",5,5,21.1,0
"1586","2015","9","5","1",5,4,20.6,6
"1587","2015","9","5","2",5,5,21.1,6
"1588","2015","9","5","3",5,5,20.6,6
"1589","2015","9","5","4",5,5,20,5
"1590","2015","9","5","5",5,5,19.4,7
"1591","2015","9","5","6",5,4,21.1,6
"1592","2015","9","5","7",5,5,22.8,10
"1593","2015","9","5","8",0,7,25,10
"1594","2015","9","5","9",0,7,26.7,14
"1595","2015","9","5","10",0,8,28.3,9
"1596","2015","9","5","11",0,10,28.9,9
"1597","2015","9","5","12",0,8,29.4,5
"1598","2015","9","5","13",0,10,30.6,7
"1599","2015","9","5","14",0,10,31.1,9
"1600","2015","9","5","15",0,10,30.6,9
"1601","2015","9","5","16",4,5,22.8,8
"1602","2015","9","5","17",3.333333333,5.333333333,22.76666667,5.333333333
"1603","2015","9","5","18",5,5,21.7,3
"1604","2015","9","5","19",0,8,22.2,6
"1605","2015","9","5","20",0,10,22.2,5
"1606","2015","9","5","21",0,10,22.2,7
"1607","2015","9","5","22",0,7,21.7,5
"1608","2015","9","5","23",0,8,21.1,3
"1609","2015","9","6","0",0,7,20.6,3
"1610","2015","9","6","1",0,7,20,7
"1611","2015","9","6","2",0,10,20,6
"1612","2015","9","6","3",0,8,19.4,6
"1613","2015","9","6","4",0,10,20,6
"1614","2015","9","6","5",0,10,19.4,5
"1615","2015","9","6","6",0,9,20,6
"1616","2015","9","6","7",0,10,21.7,9
"1617","2015","9","6","8",0,10,23.9,9
"1618","2015","9","6","9",0,10,25.6,9
"1619","2015","9","6","10",0,10,27.2,9
"1620","2015","9","6","11",0,10,27.8,6
"1621","2015","9","6","12",0,10,28.9,3
"1622","2015","9","6","13",0,10,29.4,8
"1623","2015","9","6","14",0,10,28.9,7
"1624","2015","9","6","15",0,10,28.9,7
"1625","2015","9","6","16",0,10,29.4,3
"1626","2015","9","6","17",0,10,28.3,3
"1627","2015","9","6","18",0,10,27.8,3
"1628","2015","9","6","19",0,10,27.2,5
"1629","2015","9","6","20",0,10,26.7,5
"1630","2015","9","6","21",0,8,23.3,5
"1631","2015","9","6","22",0,10,23.9,7
"1632","2015","9","6","23",0,10,23.3,7
"1633","2015","9","7","0",0,10,22.8,7
"1634","2015","9","7","1",0,10,21.7,7
"1635","2015","9","7","2",0,10,21.1,7
"1636","2015","9","7","3",0,10,20.6,9
"1637","2015","9","7","4",0,10,20,7
"1638","2015","9","7","5",0,10,19.4,6
"1639","2015","9","7","6",0,9,19.4,6
"1640","2015","9","7","7",0,10,21.7,7
"1641","2015","9","7","8",0,10,23.9,9
"1642","2015","9","7","9",0,10,26.1,6
"1643","2015","9","7","10",0,10,28.3,6
"1644","2015","9","7","11",0,10,30,8
"1645","2015","9","7","12",0,10,28.9,6
"1646","2015","9","7","13",0,10,31.1,0
"1647","2015","9","7","14",0,10,31.1,8
"1648","2015","9","7","15",0,10,31.1,5
"1649","2015","9","7","16",0,10,30,5
"1650","2015","9","7","17",0,10,29.4,7
"1651","2015","9","7","18",0,10,28.3,5
"1652","2015","9","7","19",0,10,28.3,3
"1653","2015","9","7","20",0,10,27.8,5
"1654","2015","9","7","21",0,10,25,5
"1655","2015","9","7","22",0,10,24.4,3
"1656","2015","9","7","23",0,10,23.9,3
"1657","2015","9","8","0",0,9,22.8,0
"1658","2015","9","8","1",5,6,21.1,6
"1659","2015","9","8","2",0,10,21.1,5
"1660","2015","9","8","3",0,8,20,7
"1661","2015","9","8","4",0,9,20.6,9
"1662","2015","9","8","5",0,9,20,6
"1663","2015","9","8","6",0,7,20,5
"1664","2015","9","8","7",0,10,22.8,7
"1665","2015","9","8","8",0,10,25,3
"1666","2015","9","8","9",0,10,26.7,3
"1667","2015","9","8","10",0,10,28.9,7
"1668","2015","9","8","11",0,10,28.9,5
"1669","2015","9","8","12",0,10,29.4,5
"1670","2015","9","8","13",0,10,31.7,8
"1671","2015","9","8","14",0,10,31.7,8
"1672","2015","9","8","15",0,10,31.7,10
"1673","2015","9","8","16",0,10,31.1,9
"1674","2015","9","8","17",0,10,30,6
"1675","2015","9","8","18",0,10,28.9,5
"1676","2015","9","8","19",0,10,28.3,5
"1677","2015","9","8","20",0,10,27.2,5
"1678","2015","9","8","21",0,10,25,6
"1679","2015","9","8","22",0,10,25.6,6
"1680","2015","9","8","23",0,10,22.8,5
"1681","2015","9","9","0",0,10,21.1,7
"1682","2015","9","9","1",0,10,21.7,8
"1683","2015","9","9","2",0,10,21.7,8
"1684","2015","9","9","3",0,10,21.1,9
"1685","2015","9","9","4",0,10,21.1,9
"1686","2015","9","9","5",0,10,21.1,9
"1687","2015","9","9","6",0,10,21.7,9
"1688","2015","9","9","7",0,10,22.2,8
"1689","2015","9","9","8",0,10,23.9,8
"1690","2015","9","9","9",0,10,26.1,8
"1691","2015","9","9","10",0,10,28.9,8
"1692","2015","9","9","11",0,10,28.3,7
"1693","2015","9","9","12",0,10,30,13
"1694","2015","9","9","13",0,10,29.4,13
"1695","2015","9","9","14",0,10,28.9,13
"1696","2015","9","9","15",7,10,25.85,13.5
"1697","2015","9","9","16",7,10,23.3,3
"1698","2015","9","9","17",0,10,22.9,3
"1699","2015","9","9","18",0,9,21.95,6
"1700","2015","9","9","19",0,9,21.1,0
"1701","2015","9","9","20",0,9,21.1,0
"1702","2015","9","9","21",0,8,21.1,0
"1703","2015","9","9","22",0,7,21.1,0
"1704","2015","9","9","23",1.666666667,7.333333333,21.1,3.333333333
"1705","2015","9","10","0",0,10,20.9,5.333333333
"1706","2015","9","10","1",0,10,20.3,5.5
"1707","2015","9","10","2",2,9,19.7,6
"1708","2015","9","10","3",4,6.5,19.15,5.5
"1709","2015","9","10","4",4,2.666666667,18.96666667,6
"1710","2015","9","10","5",4,2.25,18.925,7.5
"1711","2015","9","10","6",1.25,1.0625,18.225,6.5
"1712","2015","9","10","7",2,1,18.15,6
"1713","2015","9","10","8",0,1,18.9,7
"1714","2015","9","10","9",2,5,18.85,5
"1715","2015","9","10","10",5,6,19.4,5
"1716","2015","9","10","11",0,9,18.9,6
"1717","2015","9","10","12",0,9,19.4,5
"1718","2015","9","10","13",0,8,18.9,8
"1719","2015","9","10","14",0,8,19.4,8
"1720","2015","9","10","15",0,8,20,6
"1721","2015","9","10","16",0,10,20,6
"1722","2015","9","10","17",0,10,20.6,3
"1723","2015","9","10","18",0,10,20,0
"1724","2015","9","10","19",0,10,19.4,0
"1725","2015","9","10","20",0,10,18.9,3
"1726","2015","9","10","21",0,10,18.3,0
"1727","2015","9","10","22",0,10,18.3,3
"1728","2015","9","10","23",0,10,17.8,0
"1729","2015","9","11","0",0.666666667,7.25,16.1,3
"1730","2015","9","11","1",2,3,16.1,0
"1731","2015","9","11","2",4,5,16.6,3
"1732","2015","9","11","3",2,3,15,3
"1733","2015","9","11","4",3.2,1.25,14.64,4
"1734","2015","9","11","5",5,0.25,14.4,5
"1735","2015","9","11","6",2.75,1.5625,14.3,4.75
"1736","2015","9","11","7",2,1.5,14.8,1.666666667
"1737","2015","9","11","8",5,0.31,15.95,1.5
"1738","2015","9","11","9",1.75,4.875,16.625,0
"1739","2015","9","11","10",0,10,18.15,7.5
"1740","2015","9","11","11",0,10,19.175,1.25
"1741","2015","9","11","12",0,10,22.2,5
"1742","2015","9","11","13",0,10,23.9,3
"1743","2015","9","11","14",0,10,25,5
"1744","2015","9","11","15",0,10,25,7
"1745","2015","9","11","16",0,10,25,6
"1746","2015","9","11","17",0,10,23.9,7
"1747","2015","9","11","18",0,10,22.2,3
"1748","2015","9","11","19",0,10,22.2,3
"1749","2015","9","11","20",0,10,21.1,6
"1750","2015","9","11","21",0,10,20,5
"1751","2015","9","11","22",0,10,19.4,3
"1752","2015","9","11","23",0,10,18.3,5
"1753","2015","9","12","0",0,10,17.8,3
"1754","2015","9","12","1",4,10,17.2,3
"1755","2015","9","12","2",4,10,16.1,8
"1756","2015","9","12","3",4,4,15.6,6
"1757","2015","9","12","4",4,4.375,15,4.75
"1758","2015","9","12","5",2.666666667,5.333333333,15,6
"1759","2015","9","12","6",4.333333333,2.291666667,15,1.333333333
"1760","2015","9","12","7",4,1.416666667,15,2.666666667
"1761","2015","9","12","8",2,2,15.1,1.833333333
"1762","2015","9","12","9",2.5,1.75,15.7,6.5
"1763","2015","9","12","10",1,6.5,15.6,8.5
"1764","2015","9","12","11",0,10,16.1,6
"1765","2015","9","12","12",0,10,16.4,7.5
"1766","2015","9","12","13",0,10,17.9,6
"1767","2015","9","12","14",1.333333333,9.333333333,15.2,8.666666667
"1768","2015","9","12","15",3.5,3.375,15,8
"1769","2015","9","12","16",4,4,14.4,10
"1770","2015","9","12","17",4,5.666666667,13.4,12.66666667
"1771","2015","9","12","18",4,4.875,13.175,11
"1772","2015","9","12","19",4,6,12.9,11
"1773","2015","9","12","20",4,7.5,12.85,8.5
"1774","2015","9","12","21",4,8.5,12.5,8.5
"1775","2015","9","12","22",4,8.333333333,12.13333333,7.333333333
"1776","2015","9","12","23",1,9.25,11.775,7.5
"1777","2015","9","13","0",1,10,11.85,7.5
"1778","2015","9","13","1",0,10,11.7,6.333333333
"1779","2015","9","13","2",0,10,11.775,5.25
"1780","2015","9","13","3",0,10,11.7,5
"1781","2015","9","13","4",1,8,11.4,5.5
"1782","2015","9","13","5",0,10,11.1,6
"1783","2015","9","13","6",0,10,11.1,6
"1784","2015","9","13","7",0,10,11.7,5
"1785","2015","9","13","8",0,10,13.3,7
"1786","2015","9","13","9",0,10,13.3,9
"1787","2015","9","13","10",0,10,14.4,11
"1788","2015","9","13","11",0,10,13.9,11
"1789","2015","9","13","12",4,8,12.8,11
"1790","2015","9","13","13",0,10,15,8
"1791","2015","9","13","14",0,10,15,5
"1792","2015","9","13","15",0,10,15,7
"1793","2015","9","13","16",0,10,16.1,8
"1794","2015","9","13","17",0,10,15.6,8
"1795","2015","9","13","18",0,10,14.4,8
"1796","2015","9","13","19",0,10,13.3,6
"1797","2015","9","13","20",0,10,12.8,6
"1798","2015","9","13","21",0,10,12.8,7
"1799","2015","9","13","22",0,10,12.2,8
"1800","2015","9","13","23",0,10,11.7,9
"1801","2015","9","14","0",0,10,11.1,9
"1802","2015","9","14","1",0,10,11.1,11
"1803","2015","9","14","2",0,10,11.7,9
"1804","2015","9","14","3",0,10,11.7,9
"1805","2015","9","14","4",0,10,11.1,9
"1806","2015","9","14","5",0,10,10,9
"1807","2015","9","14","6",0,10,10.6,5
"1808","2015","9","14","7",0,10,12.8,8
"1809","2015","9","14","8",0,10,15,8
"1810","2015","9","14","9",0,10,17.2,9
"1811","2015","9","14","10",0,10,18.3,10
"1812","2015","9","14","11",0,10,19.4,9
"1813","2015","9","14","12",0,10,20.6,10
"1814","2015","9","14","13",0,10,21.1,9
"1815","2015","9","14","14",0,10,21.7,10
"1816","2015","9","14","15",0,10,22.2,3
"1817","2015","9","14","16",0,10,21.7,9
"1818","2015","9","14","17",0,10,20.6,9
"1819","2015","9","14","18",0,10,19.4,7
"1820","2015","9","14","19",0,10,18.3,6
"1821","2015","9","14","20",0,10,17.8,7
"1822","2015","9","14","21",0,10,17.2,7
"1823","2015","9","14","22",0,10,16.7,8
"1824","2015","9","14","23",0,10,13.9,5
"1825","2015","9","15","0",0,10,12.8,6
"1826","2015","9","15","1",0,10,12.2,5
"1827","2015","9","15","2",2,6,11.1,8
"1828","2015","9","15","3",0,10,10.6,6
"1829","2015","9","15","4",0,7,10.6,6
"1830","2015","9","15","5",1.75,4,9.275,7
"1831","2015","9","15","6",0,10,10.6,5
"1832","2015","9","15","7",0,10,13.3,5
"1833","2015","9","15","8",0,10,16.1,5
"1834","2015","9","15","9",0,10,19.4,3
"1835","2015","9","15","10",0,10,21.1,6
"1836","2015","9","15","11",0,10,22.2,5
"1837","2015","9","15","12",0,10,23.3,7
"1838","2015","9","15","13",0,10,24.4,5
"1839","2015","9","15","14",0,10,23.9,5
"1840","2015","9","15","15",0,10,24.4,3
"1841","2015","9","15","16",0,10,25,0
"1842","2015","9","15","17",0,10,24.4,0
"1843","2015","9","15","18",0,10,23.3,0
"1844","2015","9","15","19",0,10,22.8,0
"1845","2015","9","15","20",0,10,21.7,3
"1846","2015","9","15","21",0,10,20.6,0
"1847","2015","9","15","22",0,10,17.8,0
"1848","2015","9","15","23",0,10,18.3,3
"1849","2015","9","16","0",0,10,17.2,3
"1850","2015","9","16","1",0,10,17.2,0
"1851","2015","9","16","2",0,7,16.1,3
"1852","2015","9","16","3",0,8,13.9,3
"1853","2015","9","16","4",5,6,14.4,0
"1854","2015","9","16","5",0,7,13.9,0
"1855","2015","9","16","6",5,6,14.4,0
"1856","2015","9","16","7",0,10,16.1,5
"1857","2015","9","16","8",0,10,18.9,3
"1858","2015","9","16","9",0,10,21.7,5
"1859","2015","9","16","10",0,10,23.3,6
"1860","2015","9","16","11",0,10,25,7
"1861","2015","9","16","12",0,10,25.6,3
"1862","2015","9","16","13",0,10,26.1,3
"1863","2015","9","16","14",0,10,26.7,3
"1864","2015","9","16","15",0,10,26.7,0
"1865","2015","9","16","16",0,10,26.1,8
"1866","2015","9","16","17",0,10,25.6,3
"1867","2015","9","16","18",0,10,25,3
"1868","2015","9","16","19",0,10,24.4,3
"1869","2015","9","16","20",0,10,23.3,0
"1870","2015","9","16","21",0,10,21.7,0
"1871","2015","9","16","22",0,10,17.8,6
"1872","2015","9","16","23",0,9,19.4,5
"1873","2015","9","17","0",0,9,18.9,0
"1874","2015","9","17","1",5,5,16.7,3
"1875","2015","9","17","2",5,6,16.1,0
"1876","2015","9","17","3",5,5,15.6,0
"1877","2015","9","17","4",0,10,14.4,0
"1878","2015","9","17","5",0,7,14.4,0
"1879","2015","9","17","6",5,3,15,3
"1880","2015","9","17","7",5,4,15.6,5
"1881","2015","9","17","8",5,4,18.9,3
"1882","2015","9","17","9",0,10,22.2,5
"1883","2015","9","17","10",0,10,24.4,0
"1884","2015","9","17","11",0,10,25.6,5
"1885","2015","9","17","12",0,10,26.7,3
"1886","2015","9","17","13",0,10,27.8,3
"1887","2015","9","17","14",0,10,27.2,8
"1888","2015","9","17","15",0,10,27.2,5
"1889","2015","9","17","16",0,10,26.7,7
"1890","2015","9","17","17",0,10,25.6,6
"1891","2015","9","17","18",0,10,24.4,0
"1892","2015","9","17","19",0,10,23.9,5
"1893","2015","9","17","20",0,10,24.4,3
"1894","2015","9","17","21",0,10,23.3,3
"1895","2015","9","17","22",0,8,20,3
"1896","2015","9","17","23",0,9,18.3,6
"1897","2015","9","18","0",0,7,16.7,3
"1898","2015","9","18","1",0,10,18.3,6
"1899","2015","9","18","2",0,10,17.2,6
"1900","2015","9","18","3",0,10,16.7,3
"1901","2015","9","18","4",0,7,16.1,0
"1902","2015","9","18","5",2,5,13.9,7
"1903","2015","9","18","6",2,5,13.375,7
"1904","2015","9","18","7",0,8,15.6,7
"1905","2015","9","18","8",0,10,19.4,7
"1906","2015","9","18","9",0,10,21.7,6
"1907","2015","9","18","10",0,10,25,8
"1908","2015","9","18","11",0,10,25.6,6
"1909","2015","9","18","12",0,10,26.7,15
"1910","2015","9","18","13",0,10,27.8,11
"1911","2015","9","18","14",0,10,27.8,11
"1912","2015","9","18","15",0,10,27.8,10
"1913","2015","9","18","16",0,10,26.7,9
"1914","2015","9","18","17",0,10,25.6,8
"1915","2015","9","18","18",0,10,23.9,6
"1916","2015","9","18","19",0,10,23.9,5
"1917","2015","9","18","20",0,10,23.3,7
"1918","2015","9","18","21",0,10,22.2,5
"1919","2015","9","18","22",0,10,20.6,7
"1920","2015","9","18","23",0,10,20,8
"1921","2015","9","19","0",0,10,19.4,8
"1922","2015","9","19","1",0,10,18.9,7
"1923","2015","9","19","2",0,10,18.3,7
"1924","2015","9","19","3",0,10,18.3,8
"1925","2015","9","19","4",0,10,18.3,7
"1926","2015","9","19","5",0,10,17.8,9
"1927","2015","9","19","6",0,10,18.3,10
"1928","2015","9","19","7",0,10,18.9,8
"1929","2015","9","19","8",0,10,21.7,9
"1930","2015","9","19","9",0,10,23.9,13
"1931","2015","9","19","10",0,10,26.1,11
"1932","2015","9","19","11",0,10,28.3,14
"1933","2015","9","19","12",0,10,28.3,10
"1934","2015","9","19","13",0,10,28.3,10
"1935","2015","9","19","14",0,10,28.3,7
"1936","2015","9","19","15",0,10,27.2,9
"1937","2015","9","19","16",0,10,26.7,11
"1938","2015","9","19","17",0,10,25.6,15
"1939","2015","9","19","18",5,3.1875,20.15,11.5
"1940","2015","9","19","19",4.6,4.6,18.1,14.6
"1941","2015","9","19","20",3,5.75,16.55,10.25
"1942","2015","9","19","21",1,7.8,15.98,7.6
"1943","2015","9","19","22",0,10,15,8
"1944","2015","9","19","23",0,9,13.9,5
"1945","2015","9","20","0",2,5,13.3,6
"1946","2015","9","20","1",0,10,13.3,8
"1947","2015","9","20","2",0,10,12.8,6
"1948","2015","9","20","3",0,9,11.7,6
"1949","2015","9","20","4",0,8,11.1,6
"1950","2015","9","20","5",0,8,10.6,6
"1951","2015","9","20","6",0,10,11.1,5
"1952","2015","9","20","7",0,10,12.8,6
"1953","2015","9","20","8",0,10,14.4,7
"1954","2015","9","20","9",0,10,15.6,9
"1955","2015","9","20","10",0,10,16.7,9
"1956","2015","9","20","11",0,10,17.8,6
"1957","2015","9","20","12",0,10,18.9,8
"1958","2015","9","20","13",0,10,19.4,6
"1959","2015","9","20","14",0,10,20.6,8
"1960","2015","9","20","15",0,10,20,8
"1961","2015","9","20","16",0,10,20,5
"1962","2015","9","20","17",0,10,18.9,6
"1963","2015","9","20","18",0,10,17.8,3
"1964","2015","9","20","19",0,10,16.7,5
"1965","2015","9","20","20",0,10,16.1,5
"1966","2015","9","20","21",0,10,15.6,6
"1967","2015","9","20","22",0,10,14.4,8
"1968","2015","9","20","23",0,10,13.9,6
"1969","2015","9","21","0",0,10,13.9,7
"1970","2015","9","21","1",0,10,13.3,7
