"","Month","Day","Year","Hour","StationId","Bike_out","MeanOfTripDuration_1","MedianOfTripDuration_1","MeanOfTripDuration_2","MedianOfTripDuration_2","Customer","Daily","Subscriber","Unknown","Bike_in","RackQnty","Latitude","Longitude","Weekend","Holiday","DayofWeek","Weather.type","Visibility","Temperature","Wind.speed"
"1","9","1","2015","0",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Tue",0,9,22.8,0
"2","9","1","2015","1",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Tue",0,9,22.2,3
"3","9","1","2015","2",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Tue",0,7,21.1,0
"4","9","1","2015","3",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Tue",5,6,20.6,0
"5","9","1","2015","4",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Tue",5,4,19.4,0
"6","9","1","2015","5",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Tue",2,2.416666667,18.93333333,5.666666667
"7","9","1","2015","6",1000,0,0,0,0,0,0,0,0,0,1,16,40.441326,-80.004679,"0","0","Tue",3,2.666666667,19.26666667,4.333333333
"8","9","1","2015","7",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Tue",5,4,21.7,3
"9","9","1","2015","8",1000,1,261,261,261,261,0,0,1,0,0,16,40.441326,-80.004679,"0","0","Tue",0,7,24.4,0
"10","9","1","2015","9",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Tue",0,7,26.1,0
"11","9","1","2015","10",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Tue",0,9,27.2,5
"12","9","1","2015","11",1000,0,0,0,0,0,0,0,0,0,1,16,40.441326,-80.004679,"0","0","Tue",0,10,29.4,6
"13","9","1","2015","12",1000,1,323,323,323,323,0,0,1,0,0,16,40.441326,-80.004679,"0","0","Tue",0,10,30,6
"14","9","1","2015","13",1000,0,0,0,0,0,0,0,0,0,1,16,40.441326,-80.004679,"0","0","Tue",0,10,30.6,6
"15","9","1","2015","14",1000,1,433,433,433,433,1,0,0,0,0,16,40.441326,-80.004679,"0","0","Tue",0,10,30,6
"16","9","1","2015","15",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Tue",0,10,30.6,5
"17","9","1","2015","16",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Tue",0,10,30.6,5
"18","9","1","2015","17",1000,4,1617.33333333333,1322,2360.5,1875.5,1,0,3,0,2,16,40.441326,-80.004679,"0","0","Tue",0,10,28.9,6
"19","9","1","2015","18",1000,1,1714,1714,1714,1714,0,0,1,0,1,16,40.441326,-80.004679,"0","0","Tue",0,10,27.8,7
"20","9","1","2015","19",1000,0,0,0,0,0,0,0,0,0,2,16,40.441326,-80.004679,"0","0","Tue",0,10,26.7,5
"21","9","1","2015","20",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Tue",0,10,26.1,7
"22","9","1","2015","21",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Tue",0,10,25.6,7
"23","9","1","2015","22",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Tue",0,10,25,0
"24","9","1","2015","23",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Tue",0,10,24.4,3
"25","9","2","2015","0",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Wed",0,10,22.8,0
"26","9","2","2015","1",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Wed",0,9,21.7,5
"27","9","2","2015","2",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Wed",0,8,21.7,6
"28","9","2","2015","3",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Wed",0,8,21.7,3
"29","9","2","2015","4",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Wed",0,8,21.7,0
"30","9","2","2015","5",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Wed",5,6,20.6,3
"31","9","2","2015","6",1000,0,0,0,0,0,0,0,0,0,1,16,40.441326,-80.004679,"0","0","Wed",5,6,22.2,0
"32","9","2","2015","7",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Wed",5,6,23.3,0
"33","9","2","2015","8",1000,1,267,267,267,267,0,0,1,0,1,16,40.441326,-80.004679,"0","0","Wed",0,7,23.9,0
"34","9","2","2015","9",1000,0,0,0,0,0,0,0,0,0,1,16,40.441326,-80.004679,"0","0","Wed",0,9,26.1,3
"35","9","2","2015","10",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Wed",8,10,26.85,8
"36","9","2","2015","11",1000,1,0,0,3781,3781,1,0,0,0,0,16,40.441326,-80.004679,"0","0","Wed",8,5.25,25,6.666666667
"37","9","2","2015","12",1000,0,0,0,0,0,0,0,0,0,2,16,40.441326,-80.004679,"0","0","Wed",0,10,26.35,7
"38","9","2","2015","13",1000,0,0,0,0,0,0,0,0,0,1,16,40.441326,-80.004679,"0","0","Wed",0,10,30,9
"39","9","2","2015","14",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Wed",0,10,30,3
"40","9","2","2015","15",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Wed",0,10,30,3
"41","9","2","2015","16",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Wed",0,10,30.6,5
"42","9","2","2015","17",1000,0,0,0,0,0,0,0,0,0,2,16,40.441326,-80.004679,"0","0","Wed",0,10,29.4,9
"43","9","2","2015","18",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Wed",0,10,26.1,8
"44","9","2","2015","19",1000,1,701,701,701,701,0,0,1,0,0,16,40.441326,-80.004679,"0","0","Wed",0,10,25.6,9
"45","9","2","2015","20",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Wed",0,10,25,5
"46","9","2","2015","21",1000,1,1297,1297,1297,1297,0,0,1,0,0,16,40.441326,-80.004679,"0","0","Wed",0,10,23.9,5
"47","9","2","2015","22",1000,1,0,0,5270,5270,1,0,0,0,0,16,40.441326,-80.004679,"0","0","Wed",0,10,22.8,6
"48","9","2","2015","23",1000,2,0,0,4900.5,4900.5,2,0,0,0,0,16,40.441326,-80.004679,"0","0","Wed",0,10,22.2,6
"49","9","3","2015","0",1000,0,0,0,0,0,0,0,0,0,3,16,40.441326,-80.004679,"0","0","Thu",0,9,21.1,6
"50","9","3","2015","1",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Thu",0,9,21.1,8
"51","9","3","2015","2",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Thu",0,8,20.6,7
"52","9","3","2015","3",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Thu",5,6,20,5
"53","9","3","2015","4",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Thu",2,5,19.4,0
"54","9","3","2015","5",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Thu",5,4,20,6
"55","9","3","2015","6",1000,0,0,0,0,0,0,0,0,0,1,16,40.441326,-80.004679,"0","0","Thu",5,4,20,6
"56","9","3","2015","7",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Thu",5,6,21.1,6
"57","9","3","2015","8",1000,1,295,295,295,295,0,0,1,0,0,16,40.441326,-80.004679,"0","0","Thu",0,8,23.3,3
"58","9","3","2015","9",1000,0,0,0,0,0,0,0,0,0,1,16,40.441326,-80.004679,"0","0","Thu",0,9,25,3
"59","9","3","2015","10",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Thu",0,9,26.1,5
"60","9","3","2015","11",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Thu",0,9,28.3,5
"61","9","3","2015","12",1000,1,380,380,380,380,1,0,0,0,0,16,40.441326,-80.004679,"0","0","Thu",0,10,30,3
"62","9","3","2015","13",1000,2,1966.5,1966.5,1966.5,1966.5,0,0,2,0,2,16,40.441326,-80.004679,"0","0","Thu",8,10,28.85,6
"63","9","3","2015","14",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Thu",2.666666667,10,28.86666667,7.666666667
"64","9","3","2015","15",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Thu",0,10,27.2,6
"65","9","3","2015","16",1000,2,835.5,835.5,835.5,835.5,1,0,1,0,0,16,40.441326,-80.004679,"0","0","Thu",0,10,27.8,3
"66","9","3","2015","17",1000,3,1522.5,1522.5,2217,1917,1,0,2,0,1,16,40.441326,-80.004679,"0","0","Thu",8,8,26.05,0
"67","9","3","2015","18",1000,0,0,0,0,0,0,0,0,0,1,16,40.441326,-80.004679,"0","0","Thu",8,9,25,7
"68","9","3","2015","19",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Thu",8,9,24.4,6
"69","9","3","2015","20",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Thu",8,8,23.3,3
"70","9","3","2015","21",1000,2,2253,2253,2253,2253,2,0,0,0,4,16,40.441326,-80.004679,"0","0","Thu",0,8,22.75,8
"71","9","3","2015","22",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Thu",0,8,22.2,5
"72","9","3","2015","23",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Thu",0,8,22.2,0
"73","9","4","2015","0",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Fri",5,6,21.1,6
"74","9","4","2015","1",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Fri",5,6,20.6,6
"75","9","4","2015","2",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Fri",5,5,20,5
"76","9","4","2015","3",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Fri",5,5,20,7
"77","9","4","2015","4",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Fri",5,4,20,5
"78","9","4","2015","5",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Fri",5,4,20.6,0
"79","9","4","2015","6",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Fri",5,4,20.6,0
"80","9","4","2015","7",1000,1,694,694,694,694,1,0,0,0,0,16,40.441326,-80.004679,"0","0","Fri",5,3,21.1,5
"81","9","4","2015","8",1000,2,335,335,335,335,0,0,2,0,1,16,40.441326,-80.004679,"0","0","Fri",5,5,23.3,5
"82","9","4","2015","9",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Fri",5,6,25.6,7
"83","9","4","2015","10",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Fri",0,10,26.7,3
"84","9","4","2015","11",1000,2,1587.5,1587.5,1587.5,1587.5,2,0,0,0,2,16,40.441326,-80.004679,"0","0","Fri",0,10,28.3,3
"85","9","4","2015","12",1000,1,445,445,445,445,1,0,0,0,1,16,40.441326,-80.004679,"0","0","Fri",0,10,29.4,8
"86","9","4","2015","13",1000,0,0,0,0,0,0,0,0,0,5,16,40.441326,-80.004679,"0","0","Fri",0,10,30,3
"87","9","4","2015","14",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Fri",0,10,31.7,7
"88","9","4","2015","15",1000,4,0,0,4239.75,4231.5,4,0,0,0,0,16,40.441326,-80.004679,"0","0","Fri",0,10,30.6,3
"89","9","4","2015","16",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Fri",0,10,29.4,0
"90","9","4","2015","17",1000,1,3095,3095,3095,3095,0,0,1,0,0,16,40.441326,-80.004679,"0","0","Fri",0,10,28.9,9
"91","9","4","2015","18",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Fri",0,10,26.1,5
"92","9","4","2015","19",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Fri",0,10,25,0
"93","9","4","2015","20",1000,4,3032.25,3039.5,3032.25,3039.5,4,0,0,0,4,16,40.441326,-80.004679,"0","0","Fri",0,7,23.3,5
"94","9","4","2015","21",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Fri",5,6,21.7,5
"95","9","4","2015","22",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Fri",5,6,21.1,6
"96","9","4","2015","23",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Fri",5,5,21.7,0
"97","9","5","2015","0",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"1","0","Sat",5,5,21.1,0
"98","9","5","2015","1",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"1","0","Sat",5,4,20.6,6
"99","9","5","2015","2",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"1","0","Sat",5,5,21.1,6
"100","9","5","2015","3",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"1","0","Sat",5,5,20.6,6
"101","9","5","2015","4",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"1","0","Sat",5,5,20,5
"102","9","5","2015","5",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"1","0","Sat",5,5,19.4,7
"103","9","5","2015","6",1000,1,1351,1351,1351,1351,0,0,1,0,0,16,40.441326,-80.004679,"1","0","Sat",5,4,21.1,6
"104","9","5","2015","7",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"1","0","Sat",5,5,22.8,10
"105","9","5","2015","8",1000,2,3054.5,3054.5,3054.5,3054.5,2,0,0,0,0,16,40.441326,-80.004679,"1","0","Sat",0,7,25,10
"106","9","5","2015","9",1000,1,1240,1240,1240,1240,1,0,0,0,0,16,40.441326,-80.004679,"1","0","Sat",0,7,26.7,14
"107","9","5","2015","10",1000,0,0,0,0,0,0,0,0,0,1,16,40.441326,-80.004679,"1","0","Sat",0,8,28.3,9
"108","9","5","2015","11",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"1","0","Sat",0,10,28.9,9
"109","9","5","2015","12",1000,2,1933.5,1933.5,1933.5,1933.5,1,0,1,0,4,16,40.441326,-80.004679,"1","0","Sat",0,8,29.4,5
"110","9","5","2015","13",1000,2,0,0,5389,5389,2,0,0,0,0,16,40.441326,-80.004679,"1","0","Sat",0,10,30.6,7
"111","9","5","2015","14",1000,6,1218.75,1234,1218.75,1234,6,0,0,0,1,16,40.441326,-80.004679,"1","0","Sat",0,10,31.1,9
"112","9","5","2015","15",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"1","0","Sat",0,10,30.6,9
"113","9","5","2015","16",1000,0,0,0,0,0,0,0,0,0,9,16,40.441326,-80.004679,"1","0","Sat",4,5,22.8,8
"114","9","5","2015","17",1000,0,0,0,0,0,0,0,0,0,1,16,40.441326,-80.004679,"1","0","Sat",3.333333333,5.333333333,22.76666667,5.333333333
"115","9","5","2015","18",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"1","0","Sat",5,5,21.7,3
"116","9","5","2015","19",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"1","0","Sat",0,8,22.2,6
"117","9","5","2015","20",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"1","0","Sat",0,10,22.2,5
"118","9","5","2015","21",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"1","0","Sat",0,10,22.2,7
"119","9","5","2015","22",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"1","0","Sat",0,7,21.7,5
"120","9","5","2015","23",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"1","0","Sat",0,8,21.1,3
"121","9","6","2015","0",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"1","0","Sun",0,7,20.6,3
"122","9","6","2015","1",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"1","0","Sun",0,7,20,7
"123","9","6","2015","2",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"1","0","Sun",0,10,20,6
"124","9","6","2015","3",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"1","0","Sun",0,8,19.4,6
"125","9","6","2015","4",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"1","0","Sun",0,10,20,6
"126","9","6","2015","5",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"1","0","Sun",0,10,19.4,5
"127","9","6","2015","6",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"1","0","Sun",0,9,20,6
"128","9","6","2015","7",1000,1,64,64,64,64,1,0,0,0,1,16,40.441326,-80.004679,"1","0","Sun",0,10,21.7,9
"129","9","6","2015","8",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"1","0","Sun",0,10,23.9,9
"130","9","6","2015","9",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"1","0","Sun",0,10,25.6,9
"131","9","6","2015","10",1000,2,2059,2059,2059,2059,0,0,1,1,0,16,40.441326,-80.004679,"1","0","Sun",0,10,27.2,9
"132","9","6","2015","11",1000,2,733.5,733.5,733.5,733.5,2,0,0,0,2,16,40.441326,-80.004679,"1","0","Sun",0,10,27.8,6
"133","9","6","2015","12",1000,2,1494,1494,1494,1494,2,0,0,0,0,16,40.441326,-80.004679,"1","0","Sun",0,10,28.9,3
"134","9","6","2015","13",1000,7,1004,1004,5548.14285714286,6345,7,0,0,0,4,16,40.441326,-80.004679,"1","0","Sun",0,10,29.4,8
"135","9","6","2015","14",1000,2,0,0,3902.5,3902.5,2,0,0,0,3,16,40.441326,-80.004679,"1","0","Sun",0,10,28.9,7
"136","9","6","2015","15",1000,5,703,703,3241.8,3797,4,0,1,0,5,16,40.441326,-80.004679,"1","0","Sun",0,10,28.9,7
"137","9","6","2015","16",1000,5,1455.2,1291,1455.2,1291,5,0,0,0,9,16,40.441326,-80.004679,"1","0","Sun",0,10,29.4,3
"138","9","6","2015","17",1000,0,0,0,0,0,0,0,0,0,7,16,40.441326,-80.004679,"1","0","Sun",0,10,28.3,3
"139","9","6","2015","18",1000,6,1450,1402.5,1450,1402.5,6,0,0,0,11,16,40.441326,-80.004679,"1","0","Sun",0,10,27.8,3
"140","9","6","2015","19",1000,3,1759.66666666667,1486,1759.66666666667,1486,2,0,0,1,2,16,40.441326,-80.004679,"1","0","Sun",0,10,27.2,5
"141","9","6","2015","20",1000,0,0,0,0,0,0,0,0,0,2,16,40.441326,-80.004679,"1","0","Sun",0,10,26.7,5
"142","9","6","2015","21",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"1","0","Sun",0,8,23.3,5
"143","9","6","2015","22",1000,3,1939.33333333333,2557,1939.33333333333,2557,2,0,1,0,1,16,40.441326,-80.004679,"1","0","Sun",0,10,23.9,7
"144","9","6","2015","23",1000,0,0,0,0,0,0,0,0,0,2,16,40.441326,-80.004679,"1","0","Sun",0,10,23.3,7
"145","9","7","2015","0",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","1","Mon",0,10,22.8,7
"146","9","7","2015","1",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","1","Mon",0,10,21.7,7
"147","9","7","2015","2",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","1","Mon",0,10,21.1,7
"148","9","7","2015","3",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","1","Mon",0,10,20.6,9
"149","9","7","2015","4",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","1","Mon",0,10,20,7
"150","9","7","2015","5",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","1","Mon",0,10,19.4,6
"151","9","7","2015","6",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","1","Mon",0,9,19.4,6
"152","9","7","2015","7",1000,3,2018.33333333333,2533,2018.33333333333,2533,3,0,0,0,0,16,40.441326,-80.004679,"0","1","Mon",0,10,21.7,7
"153","9","7","2015","8",1000,2,994.5,994.5,994.5,994.5,1,0,1,0,0,16,40.441326,-80.004679,"0","1","Mon",0,10,23.9,9
"154","9","7","2015","9",1000,1,0,0,6619,6619,1,0,0,0,1,16,40.441326,-80.004679,"0","1","Mon",0,10,26.1,6
"155","9","7","2015","10",1000,2,0,0,6622,6622,2,0,0,0,3,16,40.441326,-80.004679,"0","1","Mon",0,10,28.3,6
"156","9","7","2015","11",1000,4,1960,1956,2960.75,1986,4,0,0,0,2,16,40.441326,-80.004679,"0","1","Mon",0,10,30,8
"157","9","7","2015","12",1000,3,1033.5,1033.5,2023,1061,3,0,0,0,4,16,40.441326,-80.004679,"0","1","Mon",0,10,28.9,6
"158","9","7","2015","13",1000,2,0,0,3981,3981,2,0,0,0,0,16,40.441326,-80.004679,"0","1","Mon",0,10,31.1,0
"159","9","7","2015","14",1000,8,2803,2803,4042,4017.5,8,0,0,0,10,16,40.441326,-80.004679,"0","1","Mon",0,10,31.1,8
"160","9","7","2015","15",1000,2,1627,1627,1627,1627,1,0,1,0,3,16,40.441326,-80.004679,"0","1","Mon",0,10,31.1,5
"161","9","7","2015","16",1000,0,0,0,0,0,0,0,0,0,5,16,40.441326,-80.004679,"0","1","Mon",0,10,30,5
"162","9","7","2015","17",1000,2,1532,1532,1532,1532,2,0,0,0,3,16,40.441326,-80.004679,"0","1","Mon",0,10,29.4,7
"163","9","7","2015","18",1000,2,3372.5,3372.5,3372.5,3372.5,2,0,0,0,0,16,40.441326,-80.004679,"0","1","Mon",0,10,28.3,5
"164","9","7","2015","19",1000,4,0,0,4173,4172,4,0,0,0,2,16,40.441326,-80.004679,"0","1","Mon",0,10,28.3,3
"165","9","7","2015","20",1000,0,0,0,0,0,0,0,0,0,4,16,40.441326,-80.004679,"0","1","Mon",0,10,27.8,5
"166","9","7","2015","21",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","1","Mon",0,10,25,5
"167","9","7","2015","22",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","1","Mon",0,10,24.4,3
"168","9","7","2015","23",1000,0,0,0,0,0,0,0,0,0,2,16,40.441326,-80.004679,"0","1","Mon",0,10,23.9,3
"169","9","8","2015","0",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Tue",0,9,22.8,0
"170","9","8","2015","1",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Tue",5,6,21.1,6
"171","9","8","2015","2",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Tue",0,10,21.1,5
"172","9","8","2015","3",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Tue",0,8,20,7
"173","9","8","2015","4",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Tue",0,9,20.6,9
"174","9","8","2015","5",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Tue",0,9,20,6
"175","9","8","2015","6",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Tue",0,7,20,5
"176","9","8","2015","7",1000,0,0,0,0,0,0,0,0,0,1,16,40.441326,-80.004679,"0","0","Tue",0,10,22.8,7
"177","9","8","2015","8",1000,1,334,334,334,334,0,0,1,0,1,16,40.441326,-80.004679,"0","0","Tue",0,10,25,3
"178","9","8","2015","9",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Tue",0,10,26.7,3
"179","9","8","2015","10",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Tue",0,10,28.9,7
"180","9","8","2015","11",1000,0,0,0,0,0,0,0,0,0,1,16,40.441326,-80.004679,"0","0","Tue",0,10,28.9,5
"181","9","8","2015","12",1000,1,305,305,305,305,0,0,1,0,0,16,40.441326,-80.004679,"0","0","Tue",0,10,29.4,5
"182","9","8","2015","13",1000,1,97,97,97,97,1,0,0,0,1,16,40.441326,-80.004679,"0","0","Tue",0,10,31.7,8
"183","9","8","2015","14",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Tue",0,10,31.7,8
"184","9","8","2015","15",1000,1,1460,1460,1460,1460,1,0,0,0,0,16,40.441326,-80.004679,"0","0","Tue",0,10,31.7,10
"185","9","8","2015","16",1000,2,2243,2243,2243,2243,0,0,2,0,0,16,40.441326,-80.004679,"0","0","Tue",0,10,31.1,9
"186","9","8","2015","17",1000,5,966.5,659.5,1517.8,1251,4,0,1,0,3,16,40.441326,-80.004679,"0","0","Tue",0,10,30,6
"187","9","8","2015","18",1000,2,2246.5,2246.5,2246.5,2246.5,0,0,2,0,2,16,40.441326,-80.004679,"0","0","Tue",0,10,28.9,5
"188","9","8","2015","19",1000,1,1117,1117,1117,1117,1,0,0,0,1,16,40.441326,-80.004679,"0","0","Tue",0,10,28.3,5
"189","9","8","2015","20",1000,2,3163,3163,3163,3163,2,0,0,0,2,16,40.441326,-80.004679,"0","0","Tue",0,10,27.2,5
"190","9","8","2015","21",1000,2,2843,2843,2843,2843,2,0,0,0,0,16,40.441326,-80.004679,"0","0","Tue",0,10,25,6
"191","9","8","2015","22",1000,0,0,0,0,0,0,0,0,0,2,16,40.441326,-80.004679,"0","0","Tue",0,10,25.6,6
"192","9","8","2015","23",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Tue",0,10,22.8,5
"193","9","9","2015","0",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Wed",0,10,21.1,7
"194","9","9","2015","1",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Wed",0,10,21.7,8
"195","9","9","2015","2",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Wed",0,10,21.7,8
"196","9","9","2015","3",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Wed",0,10,21.1,9
"197","9","9","2015","4",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Wed",0,10,21.1,9
"198","9","9","2015","5",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Wed",0,10,21.1,9
"199","9","9","2015","6",1000,0,0,0,0,0,0,0,0,0,1,16,40.441326,-80.004679,"0","0","Wed",0,10,21.7,9
"200","9","9","2015","7",1000,0,0,0,0,0,0,0,0,0,0,16,40.441326,-80.004679,"0","0","Wed",0,10,22.2,8
"201","9","9","2015","8",1000,2,301,301,301,301,1,0,1,0,1,16,40.441326,-80.004679,"0","0","Wed",0,10,23.9,8
