year,month,day,hour,weather.type,visibility,temperature,wind.speed
2015,9,19,20,3,5.75,16.55,10.25
2015,9,19,21,1,7.8,15.98,7.6
2015,9,19,22,0,10,15,8
2015,9,19,23,0,9,13.9,5
2015,9,20,0,2,5,13.3,6
2015,9,20,1,0,10,13.3,8
2015,9,20,2,0,10,12.8,6
2015,9,20,3,0,9,11.7,6
2015,9,20,4,0,8,11.1,6
2015,9,20,5,0,8,10.6,6
2015,9,20,6,0,10,11.1,5
2015,9,20,7,0,10,12.8,6
2015,9,20,8,0,10,14.4,7
2015,9,20,9,0,10,15.6,9
2015,9,20,10,0,10,16.7,9
2015,9,20,11,0,10,17.8,6
2015,9,20,12,0,10,18.9,8
2015,9,20,13,0,10,19.4,6
2015,9,20,14,0,10,20.6,8
2015,9,20,15,0,10,20,8
2015,9,20,16,0,10,20,5
2015,9,20,17,0,10,18.9,6
2015,9,20,18,0,10,17.8,3
2015,9,20,19,0,10,16.7,5
2015,9,20,20,0,10,16.1,5
2015,9,20,21,0,10,15.6,6
2015,9,20,22,0,10,14.4,8
2015,9,20,23,0,10,13.9,6
2015,9,21,0,0,10,13.9,7
2015,9,21,1,0,10,13.3,7
2015,9,21,2,0,10,12.8,6
2015,9,21,3,0,10,12.2,3
2015,9,21,4,0,10,11.1,6
2015,9,21,5,0,10,10.6,5
2015,9,21,6,0,10,10.6,3
2015,9,21,7,0,10,12.2,3
2015,9,21,8,0,10,15.6,7
2015,9,21,9,0,10,17.8,6
2015,9,21,10,0,10,18.9,6
2015,9,21,11,0,10,20.6,8
2015,9,21,12,0,10,20.6,8
2015,9,21,13,0,10,20,10
2015,9,21,14,0,10,20,10
2015,9,21,15,0,10,18.9,11
2015,9,21,16,0,10,17.8,8
2015,9,21,17,0,10,17.2,8
2015,9,21,18,0,10,16.7,11
2015,9,21,19,0,10,16.7,7.333333333
2015,9,21,20,0,10,15.8,8.5
2015,9,21,21,0,10,15,7
2015,9,21,22,0,10,15,8
2015,9,21,23,0,10,15,7
2015,9,22,0,0,10,15,9
2015,9,22,1,0,10,15,8.333333333
2015,9,22,2,0,10,14.4,8
2015,9,22,3,0,10,14.4,6
2015,9,22,4,0,10,14.4,7
2015,9,22,5,0,10,13.3,3
2015,9,22,6,0,10,13.9,3
2015,9,22,7,0,10,15,6
2015,9,22,8,0,10,16.15,5
2015,9,22,9,0,10,17.75,5
2015,9,22,10,0,10,20.6,0
2015,9,22,11,0,10,20.6,3
2015,9,22,12,0,10,21.7,0
2015,9,22,13,0,10,21.7,3
2015,9,22,14,0,10,22.8,3
2015,9,22,15,0,10,22.2,0
2015,9,22,16,0,10,22.2,6
2015,9,22,17,0,10,21.1,3
2015,9,22,18,0,10,20,3
2015,9,22,19,0,10,18.9,6
2015,9,22,20,0,10,17.8,6
2015,9,22,21,0,10,17.2,5
2015,9,22,22,0,10,16.7,6
2015,9,22,23,0,10,15.6,0
2015,9,23,0,0,10,15,3
2015,9,23,1,0,10,14.4,0
2015,9,23,2,0,10,13.9,0
2015,9,23,3,0,10,13.3,3
2015,9,23,4,2,4,13.3,3
2015,9,23,5,2,5,12.8,5
2015,9,23,6,0,7,12.8,3
2015,9,23,7,0,10,14.4,3
2015,9,23,8,0,9,16.1,1.5
2015,9,23,9,0,10,18.9,6
2015,9,23,10,0,10,21.1,8
2015,9,23,11,0,10,22.2,7
2015,9,23,12,0,10,23.9,8
2015,9,23,13,0,10,24.4,9
2015,9,23,14,0,10,24.4,3
2015,9,23,15,0,10,24.4,5
2015,9,23,16,0,10,23.9,7
2015,9,23,17,0,10,22.8,5
2015,9,23,18,0,10,21.1,5
2015,9,23,19,0,10,20,3
2015,9,23,20,0,10,20,3
2015,9,23,21,0,10,18.9,5
2015,9,23,22,0,10,17.8,3
2015,9,23,23,0,10,17.2,3
2015,9,24,0,0,10,16.1,5
2015,9,24,1,0,10,15.6,5
2015,9,24,2,0,10,14.4,0
2015,9,24,3,0,10,14.4,3
2015,9,24,4,0,10,13.3,3
2015,9,24,5,0,10,13.3,0
2015,9,24,6,0,10,13.3,3
2015,9,24,7,0,10,15,5
2015,9,24,8,0,10,17.8,3
2015,9,24,9,0,10,20,7
2015,9,24,10,0,10,21.7,6
2015,9,24,11,0,10,23.3,6
2015,9,24,12,0,10,24.4,10
2015,9,24,13,0,10,25,6
2015,9,24,14,0,10,26.1,10
2015,9,24,15,0,10,25.6,6
2015,9,24,16,0,10,25,7
2015,9,24,17,0,10,23.3,8
2015,9,24,18,0,10,21.7,7
2015,9,24,19,0,10,21.1,11
2015,9,24,20,0,10,19.4,10
2015,9,24,21,0,10,18.9,8
2015,9,24,22,0,10,18.3,8
2015,9,24,23,0,10,17.2,5
2015,9,25,0,0,10,16.1,6
2015,9,25,1,0,10,15,3
2015,9,25,2,0,10,15,0
2015,9,25,3,0,10,14.4,5
2015,9,25,4,0,10,13.3,5
2015,9,25,5,0,10,13.3,3
2015,9,25,6,0,10,13.9,5
2015,9,25,7,0,10,15.6,3
2015,9,25,8,0,10,17.8,5
2015,9,25,9,0,10,20.6,5
2015,9,25,10,0,10,22.2,13
2015,9,25,11,0,10,23.3,7
2015,9,25,12,0,10,23.9,5
2015,9,25,13,0,10,24.4,9
2015,9,25,14,0,10,23.3,8
2015,9,25,15,0,10,23.3,10
2015,9,25,16,0,10,22.2,10
2015,9,25,17,0,10,21.1,9
2015,9,25,18,0,10,20,9
2015,9,25,19,0,10,19.4,8
2015,9,25,20,0,10,18.3,8
2015,9,25,21,0,10,17.8,6
2015,9,25,22,0,10,17.2,6
2015,9,25,23,0,10,16.7,6
2015,9,26,0,0,10,16.1,6
2015,9,26,1,0,10,16.1,5
2015,9,26,2,0,10,15.6,6
2015,9,26,3,0,10,15,6
2015,9,26,4,0,10,15,7
2015,9,26,5,0,10,14.4,6
2015,9,26,6,0,10,13.9,5
2015,9,26,7,0,10,15,7
2015,9,26,8,0,10,16.7,10
2015,9,26,9,0,10,17.8,9
2015,9,26,10,0,10,19.4,14
2015,9,26,11,0,10,21.7,14
2015,9,26,12,0,10,22.8,10
2015,9,26,13,0,10,22.8,13
2015,9,26,14,0,10,23.3,13
2015,9,26,15,0,10,22.2,15
2015,9,26,16,0,10,22.2,13
2015,9,26,17,0,10,20.6,8
2015,9,26,18,0,10,19.4,8
2015,9,26,19,0,10,17.8,9
2015,9,26,20,0,10,16.7,8
2015,9,26,21,0,10,16.1,7
2015,9,26,22,0,10,16.7,7
2015,9,26,23,0,10,16.7,8
2015,9,27,0,0,10,16.7,7
2015,9,27,1,0,10,16.1,8
2015,9,27,2,0,10,16.1,8
2015,9,27,3,0,10,15.6,8
2015,9,27,4,0,10,15.6,7
2015,9,27,5,0,10,15.6,6
2015,9,27,6,0,10,15,7
2015,9,27,7,0,10,16.7,10
2015,9,27,8,0,10,17.2,10
2015,9,27,9,0,10,18.9,9
2015,9,27,10,0,10,20.6,11
2015,9,27,11,0,10,21.7,10
2015,9,27,12,0,10,22.2,15
2015,9,27,13,0,10,22.2,10
2015,9,27,14,0,10,22.8,10
2015,9,27,15,0,10,23.3,15
2015,9,27,16,0,10,22.2,10
2015,9,27,17,0,10,20.6,13
2015,9,27,18,4,10,18.3,11
2015,9,27,19,0,10,17.8,14
2015,9,27,20,0,10,17.8,13
2015,9,27,21,0,10,18.9,8
2015,9,27,22,4,10,17.2,6
2015,9,27,23,0,10,17.2,8
2015,9,28,0,0,10,17.8,5
2015,9,28,1,4,4,16.7,6
2015,9,28,2,0,10,16.7,5
2015,9,28,3,0,9,16.7,6
2015,9,28,4,0,10,16.7,5
2015,9,28,5,4,9,17.2,5
2015,9,28,6,4.333333333,2.416666667,16.8,6.333333333
2015,9,28,7,3,4.5,16.95,6.5
2015,9,28,8,4,6,17.8,3
2015,9,28,9,4.666666667,1.25,18.2,5.333333333
2015,9,28,10,4.2,3.3,18.04,5.6
2015,9,28,11,2.5,7,19.275,5.75
2015,9,28,12,2,8.5,20.3,6.5
2015,9,28,13,0,10,21.7,8
2015,9,28,14,0,10,22.23333333,7.666666667
2015,9,28,15,0,10,21.05,8
2015,9,28,16,0,10,20.85,6.5
2015,9,28,17,0,10,20.6,3
2015,9,28,18,0,10,21.1,3
2015,9,28,19,0,10,20.6,3
2015,9,28,20,0,10,20.6,0
2015,9,28,21,0,10,20,5
2015,9,28,22,0,10,19.4,5
2015,9,28,23,0,10,20,3
2015,9,29,0,0,10,20,6
2015,9,29,1,0,10,19.4,5
2015,9,29,2,0,10,18.9,5
2015,9,29,3,0,10,18.9,5
2015,9,29,4,0,10,20,6
2015,9,29,5,0,10,19.4,5
2015,9,29,6,0,10,19.4,5
2015,9,29,7,0,10,20,7
2015,9,29,8,4,9,20,6
2015,9,29,9,4,2,19.2,5
2015,9,29,10,4.75,2.125,19.3,5.5
2015,9,29,11,4.857142857,1.821428571,19.82857143,4.714285714
2015,9,29,12,4,3.75,20.8,3
2015,9,29,13,3.6,3.2,20.56,4.2
2015,9,29,14,4.6,3.15,20.56,3.4
2015,9,29,15,4,1,20,5
2015,9,29,16,4.25,1.625,20,3
2015,9,29,17,5,2,18.2,8.666666667
2015,9,29,18,5,2.35,18.24,6.4
2015,9,29,19,5,2,18.93333333,8.666666667
2015,9,29,20,5,2,18.15,9.5
2015,9,29,21,4.5,3.25,18.25,9.833333333
2015,9,29,22,4,3.3125,18.3,10.25
2015,9,29,23,4.5,2.0625,17.975,9.75
2015,9,30,0,4,2.4375,17.5,8.75
2015,9,30,1,4,4,17.2,10
2015,9,30,2,4,2,16.91666667,9.166666667
2015,9,30,3,4,1.25,16.95,8
2015,9,30,4,3.8,2.55,16.7,10.2
2015,9,30,5,0,9,16.1,9
2015,9,30,6,4,5.25,15.86666667,9
2015,9,30,7,0.666666667,8.666666667,15.6,9.333333333
2015,9,30,8,0,10,15.6,8
2015,9,30,9,0,10,15.6,8
2015,9,30,10,0,10,15.85,7.5
2015,9,30,11,0,8.5,15,9
2015,9,30,12,0,10,15.6,7.333333333
2015,9,30,13,0,10,16.05,7
2015,9,30,14,0,10,15.85,7
2015,9,30,15,0,10,16.1,7
2015,9,30,16,0,10,15.6,9
2015,9,30,17,0,10,15.6,8
2015,9,30,18,0,10,14.4,9
2015,9,30,19,0,10,14.4,7
2015,9,30,20,0,10,13.9,10
2015,9,30,21,0,10,13.3,8
2015,9,30,22,0,10,12.8,8
2015,9,30,23,0,10,12.2,8
2015,10,1,0,0,10,12.2,6
2015,10,1,1,0,10,11.7,8
2015,10,1,2,0,10,11.7,6
2015,10,1,3,0,10,11.7,5
2015,10,1,4,0,10,11.05,7
2015,10,1,5,0,10,11.1,8
2015,10,1,6,0,10,10.6,7
2015,10,1,7,0,10,10.76666667,8.333333333
2015,10,1,8,0,10,10.6,6
2015,10,1,9,0,10,11.4,6.5
2015,10,1,10,0,10,12.8,6
2015,10,1,11,0,10,13.7,6.333333333
2015,10,1,12,0,10,15,8
2015,10,1,13,0,10,15.4,7.666666667
2015,10,1,14,0,10,16.1,10
2015,10,1,15,0,10,16.05,6.5
2015,10,1,16,0,10,16.1,8
2015,10,1,17,0,10,15.6,7
2015,10,1,18,0,10,13.9,8
2015,10,1,19,0,10,13.3,13
2015,10,1,20,0,10,13.3,7
2015,10,1,21,0,10,12.8,9
2015,10,1,22,0,10,12.8,11
2015,10,1,23,0,10,12.2,11
2015,10,2,0,0,10,11.7,13
2015,10,2,1,0,10,10.85,6.5
2015,10,2,2,0,10,10,7
2015,10,2,3,0,10,9.4,8
2015,10,2,4,0,10,8.9,8
2015,10,2,5,0,10,8.3,8
2015,10,2,6,0,10,8.3,8
2015,10,2,7,0,10,8.3,6
2015,10,2,8,0,10,8.9,8
2015,10,2,9,0,10,9.4,9
2015,10,2,10,0,10,10,11
2015,10,2,11,0,10,10.6,9
2015,10,2,12,0,10,10.6,11
2015,10,2,13,4,10,11.1,11
2015,10,2,14,0,10,10.6,8
2015,10,2,15,4,10,10,11
2015,10,2,16,4,10,9.4,9
2015,10,2,17,0,10,10,10
2015,10,2,18,0,10,9.4,7
2015,10,2,19,0,10,9.4,8
2015,10,2,20,4,10,8.9,14
2015,10,2,21,0,10,7.8,10
2015,10,2,22,0,10,7.8,9
2015,10,2,23,4,8,6.95,8.5
2015,10,3,0,4,3.1,6.1,8.4
2015,10,3,1,4.666666667,5.666666667,6.1,8.666666667
2015,10,3,2,5.25,2.875,5.85,8.25
2015,10,3,3,4,6.666666667,5.933333333,8.666666667
2015,10,3,4,1.6,10,6.08,9.6
2015,10,3,5,4,10,6.1,8
2015,10,3,6,4,10,6.1,7
2015,10,3,7,4,6,6.1,9
2015,10,3,8,4,5.666666667,6.35,8.333333333
2015,10,3,9,4,8,7.033333333,8.666666667
2015,10,3,10,0,10,7.8,10
2015,10,3,11,1,10,8.6,9
2015,10,3,12,4,10,10,11
2015,10,3,13,0,10,10.3,8.5
2015,10,3,14,0,10,10.6,9
2015,10,3,15,0,10,11.1,13
2015,10,3,16,0,10,11.1,10
2015,10,3,17,0,10,10.6,7
2015,10,3,18,0,10,10,9
2015,10,3,19,0,10,10,10.5
2015,10,3,20,0,10,10,13
2015,10,3,21,0,10,10,8
2015,10,3,22,0,10,10,6
2015,10,3,23,0,10,10.6,10
2015,10,4,0,0,10,10,6
2015,10,4,1,0,10,10,7
2015,10,4,2,0,10,10,10
2015,10,4,3,0,10,9.2,7.5
2015,10,4,4,0,10,9.4,8
2015,10,4,5,0,10,9.4,7
2015,10,4,6,0,10,10,8
2015,10,4,7,0,10,10.6,8
2015,10,4,8,0,10,11.05,8
2015,10,4,9,0,10,12.1,7
2015,10,4,10,0,10,13.3,7
2015,10,4,11,0,10,13.3,8
2015,10,4,12,0,10,15.7,7.666666667
2015,10,4,13,0,10,15.55,10.5
2015,10,4,14,0,10,15.6,8
2015,10,4,15,0,10,16.1,9
2015,10,4,16,0,10,15.9,7.333333333
2015,10,4,17,0,10,15,3
2015,10,4,18,0,10,14.15,7.5
2015,10,4,19,0,10,13.3,7
2015,10,4,20,0,10,12.75,7
2015,10,4,21,0,10,11.86666667,6.333333333
2015,10,4,22,0,10,10.6,3
2015,10,4,23,0,10,10,0
2015,10,5,0,0,10,9.4,3
2015,10,5,1,0,10,9.4,3
2015,10,5,2,0,10,8.9,0
2015,10,5,3,0,10,8.3,3
2015,10,5,4,0,10,8.3,0
2015,10,5,5,0,7,8.3,3
2015,10,5,6,2,3,8.3,5
2015,10,5,7,0,10,10,3
2015,10,5,8,0,10,11.7,6
2015,10,5,9,0,10,14.4,5
2015,10,5,10,0,10,15.6,5
2015,10,5,11,0,10,17.8,6
2015,10,5,12,0,10,18.9,5
2015,10,5,13,0,10,20,6
2015,10,5,14,0,10,20.6,NA
2015,10,5,15,0,10,20.6,6
2015,10,5,16,0,10,19.4,6
2015,10,5,17,0,10,18.3,3
2015,10,5,18,0,10,17.2,0
2015,10,5,19,0,10,17.2,0
2015,10,5,20,0,10,16.7,3
2015,10,5,21,0,10,16.1,3
2015,10,5,22,0,10,15.6,3
2015,10,5,23,0,10,13.9,0
2015,10,6,0,0,10,12.8,0
2015,10,6,1,0,10,12.8,0
2015,10,6,2,0,10,12.2,0
2015,10,6,3,0,10,11.7,0
2015,10,6,4,0,10,11.7,0
2015,10,6,5,0,10,10,5
2015,10,6,6,0,9,10.6,0
2015,10,6,7,5,3,12.8,0
2015,10,6,8,0,9,16.1,0
2015,10,6,9,0,10,17.2,0
2015,10,6,10,0,10,18.9,0
2015,10,6,11,0,10,20.6,5
2015,10,6,12,0,10,21.7,0
2015,10,6,13,0,10,22.2,0
2015,10,6,14,0,10,23.3,6
2015,10,6,15,0,10,23.3,5
2015,10,6,16,0,10,21.1,3
2015,10,6,17,0,10,20.6,3
2015,10,6,18,0,10,19.4,6
2015,10,6,19,0,10,18.3,5
2015,10,6,20,0,10,17.2,5
2015,10,6,21,0,10,16.7,0
2015,10,6,22,0,10,17.2,0
2015,10,6,23,0,10,16.7,3
2015,10,7,0,0,10,16.7,3
2015,10,7,1,0,10,16.7,0
2015,10,7,2,0,10,16.1,3
2015,10,7,3,0,10,15.6,0
2015,10,7,4,0,10,15.6,3
2015,10,7,5,0,9,15.6,3
2015,10,7,6,2,6,15,3
2015,10,7,7,3,5,15,5
2015,10,7,8,2.5,7,15.85,3
2015,10,7,9,0,9,17.2,0
2015,10,7,10,0,10,17.8,3
2015,10,7,11,0,10,17.8,5
2015,10,7,12,0,10,18.9,5.5
2015,10,7,13,0,10,19.4,0
2015,10,7,14,0,10,20,5
2015,10,7,15,0,10,20,3
2015,10,7,16,0,10,20,0
2015,10,7,17,0,10,19.4,0
2015,10,7,18,0,10,18.9,5
2015,10,7,19,0,10,18.3,5
2015,10,7,20,0,10,16.7,7
2015,10,7,21,0,10,17.2,5
2015,10,7,22,0,10,16.1,5
2015,10,7,23,0,10,15,3
2015,10,8,0,0,10,15,0
2015,10,8,1,0,10,13.9,0
2015,10,8,2,0,10,14.4,0
2015,10,8,3,2,2.375,12.2,1.5
2015,10,8,4,2,6,12.5,1.5
2015,10,8,5,3,1.75,12.6,0
2015,10,8,6,4,0.333333333,10.93333333,2
2015,10,8,7,3.5,0.5625,11,1.5
2015,10,8,8,2,2,12.2,5
2015,10,8,9,4.4,1.5,13.54,3
2015,10,8,10,0,10,19.4,8
2015,10,8,11,0,10,21.1,0
2015,10,8,12,0,10,22.2,0
2015,10,8,13,0,10,22.8,NA
2015,10,8,14,0,10,22.8,3
2015,10,8,15,0,10,22.8,8
2015,10,8,16,0,10,22.2,5
2015,10,8,17,0,10,21.7,5
2015,10,8,18,0,10,20.6,5
2015,10,8,19,0,10,18.9,5
2015,10,8,20,0,10,17.8,6
2015,10,8,21,0,10,16.7,6
2015,10,8,22,0,10,17.2,7
2015,10,8,23,0,10,16.7,8
2015,10,9,0,0,10,16.7,8
2015,10,9,1,0,10,16.7,8
2015,10,9,2,0,10,17.2,9
2015,10,9,3,0,10,17.2,9
2015,10,9,4,0,10,17.2,10
2015,10,9,5,0,10,17.2,9
2015,10,9,6,0,10,17.2,9
2015,10,9,7,0,10,17.2,9
2015,10,9,8,0,10,20,13
2015,10,9,9,0,10,21.1,14
2015,10,9,10,4,4.666666667,19.3,10
2015,10,9,11,5.2,2.1,17.68,9
2015,10,9,12,4.2,2.85,17.2,8.6
2015,10,9,13,4,5.6,18.44,8
2015,10,9,14,0,8.666666667,19.6,7.333333333
2015,10,9,15,0,10,18.3,14
2015,10,9,16,0,10,17.25,12.5
2015,10,9,17,0,9.333333333,15.2,10
2015,10,9,18,0,10,15,9
2015,10,9,19,0,10,14.3,8
2015,10,9,20,0,10,13.4,9.666666667
2015,10,9,21,0,10,12.8,12
2015,10,9,22,0,10,12.2,6
2015,10,9,23,0,10,11.7,5
2015,10,10,0,0,10,11.7,6
2015,10,10,1,0,10,10.6,5
2015,10,10,2,0,10,10,7
2015,10,10,3,0,10,8.3,7
2015,10,10,4,0,10,8.3,5
2015,10,10,5,0,10,8.3,0
2015,10,10,6,0,10,7.8,0
2015,10,10,7,0,10,9.4,5
2015,10,10,8,0,10,10.6,5
2015,10,10,9,0,10,12.2,8
2015,10,10,10,0,10,12.8,5
2015,10,10,11,0,10,13.9,5
2015,10,10,12,0,10,14.4,0
2015,10,10,13,0,10,15.6,5
2015,10,10,14,0,10,15.6,3
2015,10,10,15,0,10,16.1,0
2015,10,10,16,0,10,15.6,3
2015,10,10,17,0,10,13.9,3
2015,10,10,18,0,10,13.3,0
2015,10,10,19,0,10,13.3,0
2015,10,10,20,0,10,12.2,0
2015,10,10,21,0,10,11.1,0
2015,10,10,22,0,9,9.4,6
2015,10,10,23,0,8,8.3,6
2015,10,11,0,5,6,7.8,6
2015,10,11,1,0,9,6.7,6
2015,10,11,2,0,10,7.2,7
2015,10,11,3,0,9,6.1,6
2015,10,11,4,2,6,5,7
2015,10,11,5,2.75,3.5,4.55,6
2015,10,11,6,2,5,5,5
2015,10,11,7,2,10,5.55,7.75
2015,10,11,8,0,10,11.1,7
2015,10,11,9,0,10,13.9,8
2015,10,11,10,0,10,16.1,6
2015,10,11,11,0,10,17.2,6
2015,10,11,12,0,10,18.3,10
2015,10,11,13,0,10,18.9,7
2015,10,11,14,0,10,19.4,13
2015,10,11,15,0,10,20,11
2015,10,11,16,0,10,19.4,9
2015,10,11,17,0,10,17.2,7
2015,10,11,18,0,10,16.7,9
2015,10,11,19,0,10,15,6
2015,10,11,20,0,10,14.4,9
2015,10,11,21,0,10,13.3,7
2015,10,11,22,0,10,11.1,8
2015,10,11,23,0,10,11.1,8
2015,10,12,0,0,10,10.6,8
2015,10,12,1,0,10,10,7
2015,10,12,2,0,7,8.3,9
2015,10,12,3,0,9,8.9,8
2015,10,12,4,0,10,8.9,8
2015,10,12,5,0,10,8.9,8
2015,10,12,6,0,10,8.9,8
2015,10,12,7,0,10,10.6,8
2015,10,12,8,0,10,13.3,9
2015,10,12,9,0,10,15.6,8
2015,10,12,10,0,10,17.8,9
2015,10,12,11,0,10,19.4,13
2015,10,12,12,0,10,20.6,15
2015,10,12,13,0,10,21.7,14
2015,10,12,14,0,10,21.7,13
2015,10,12,15,0,10,21.7,13
2015,10,12,16,0,10,20.6,11
2015,10,12,17,0,10,19.4,10
2015,10,12,18,0,10,19.4,10
2015,10,12,19,0,10,18.9,9
2015,10,12,20,0,10,18.9,10
2015,10,12,21,0,10,18.3,9
2015,10,12,22,0,10,17.8,14
2015,10,12,23,0,10,16.7,10
2015,10,13,0,4,8,16.1,13
2015,10,13,1,4,7,15,10
2015,10,13,2,0,10,13.9,14
2015,10,13,3,0,10,14.4,12.33333333
2015,10,13,4,4,7.666666667,14.26666667,10
2015,10,13,5,0,10,14.4,11
2015,10,13,6,0,10,14.7,10
2015,10,13,7,0,10,15,12
2015,10,13,8,0,10,15.85,12
2015,10,13,9,0,10,16.4,15.5
2015,10,13,10,0,10,16.06666667,12.33333333
2015,10,13,11,0,10,16.7,9
2015,10,13,12,0,10,16.1,3
2015,10,13,13,0,10,15.6,9
2015,10,13,14,4,10,13.9,9
2015,10,13,15,0,10,14.4,7
2015,10,13,16,0,10,14.4,8
2015,10,13,17,0,10,13.9,6
2015,10,13,18,0,10,13.3,9
2015,10,13,19,0,10,13.3,9
2015,10,13,20,0,10,12.8,8
2015,10,13,21,0,10,12.8,9
2015,10,13,22,0,10,12.2,10
2015,10,13,23,0,10,12.2,9
2015,10,14,0,0,10,11.7,9
2015,10,14,1,0,10,11.1,10
2015,10,14,2,0,10,11.1,11
2015,10,14,3,0,10,10.6,7
2015,10,14,4,0,10,10.6,9
2015,10,14,5,0,10,10,8
2015,10,14,6,0,10,10,7.5
2015,10,14,7,0,10,10,10
2015,10,14,8,0,10,10.6,8
2015,10,14,9,0,10,11.7,6
2015,10,14,10,0,10,12.1,8
2015,10,14,11,0,10,12.75,8
2015,10,14,12,0,10,13.3,7
2015,10,14,13,0,10,13.9,7
2015,10,14,14,0,10,13.9,8
2015,10,14,15,0,10,13.3,5
2015,10,14,16,0,10,12.8,7
2015,10,14,17,0,10,12.2,6
2015,10,14,18,0,10,10.6,7
2015,10,14,19,0,10,10,5
2015,10,14,20,0,10,9.4,6
2015,10,14,21,0,10,9.4,5
2015,10,14,22,0,10,9.4,3
2015,10,14,23,0,10,8.3,5
2015,10,15,0,0,10,7.8,7
2015,10,15,1,0,10,7.8,8
2015,10,15,2,0,10,7.2,7
2015,10,15,3,0,10,7.2,7
2015,10,15,4,0,9,7.8,9
2015,10,15,5,0,8,7.2,8
2015,10,15,6,5,6,7.2,7
2015,10,15,7,0,9,8.3,6
2015,10,15,8,0,10,10,6
2015,10,15,9,0,10,11.7,10
2015,10,15,10,0,10,13.3,14
2015,10,15,11,0,10,14.4,10
2015,10,15,12,0,10,15,15
2015,10,15,13,0,10,15.6,15
2015,10,15,14,0,10,16.7,10
2015,10,15,15,0,10,16.7,11
2015,10,15,16,0,10,15.6,11
2015,10,15,17,0,10,13.9,9
2015,10,15,18,0,10,12.8,9
2015,10,15,19,0,10,12.8,9
2015,10,15,20,0,10,12.8,10
2015,10,15,21,0,10,12.2,6
2015,10,15,22,0,10,11.1,9
2015,10,15,23,4,10,10.8,9.5
2015,10,16,0,4,7,8.3,15
2015,10,16,1,0,10,7.8,5
2015,10,16,2,0,10,7.2,8
2015,10,16,3,0,10,6.7,8
2015,10,16,4,0,10,6.7,9
2015,10,16,5,0,10,6.7,7
2015,10,16,6,0,10,6.7,8
2015,10,16,7,0,10,7.2,5
2015,10,16,8,0,10,8.9,8
2015,10,16,9,0,10,10.6,NA
2015,10,16,10,0,10,11.7,10
2015,10,16,11,0,10,12.2,10
2015,10,16,12,0,10,12.8,8
2015,10,16,13,0,10,12.8,11
2015,10,16,14,0,10,12.2,10
2015,10,16,15,0,10,12.2,9
2015,10,16,16,0,10,11.7,9
2015,10,16,17,0,10,11.1,10
2015,10,16,18,0,10,10,7
2015,10,16,19,0,10,8.9,5
2015,10,16,20,0,10,8.9,7
2015,10,16,21,0,10,8.3,7
2015,10,16,22,0,10,7.2,7
2015,10,16,23,0,10,6.1,5
2015,10,17,0,0,10,5.6,6
2015,10,17,1,0,10,5,7
2015,10,17,2,0,10,5,6
2015,10,17,3,0,10,5,7
2015,10,17,4,0,10,3.9,6
2015,10,17,5,0,10,3.9,6
2015,10,17,6,0,10,3.9,6
2015,10,17,7,0,10,4.4,6
2015,10,17,8,0,10,5.6,5
2015,10,17,9,0,10,5.6,17
2015,10,17,10,0,10,6.1,10
2015,10,17,11,0,10,6.1,7
2015,10,17,12,0,10,5.6,13
2015,10,17,13,0,10,6.1,9
2015,10,17,14,0,10,5,9
2015,10,17,15,0,10,5,9
2015,10,17,16,0,10,5,9
2015,10,17,17,0,10,4.4,9
2015,10,17,18,0,10,3.3,6
2015,10,17,19,0,10,2.8,9
2015,10,17,20,0,10,2.2,7
2015,10,17,21,0,10,1.7,6
2015,10,17,22,0,10,1.7,6
2015,10,17,23,0,10,2.2,5
2015,10,18,0,0,10,1.7,6
2015,10,18,1,0,10,2.2,6
2015,10,18,2,0,10,1.1,3
2015,10,18,3,0,10,0.6,5
2015,10,18,4,0,10,0.6,6
2015,10,18,5,0,10,1.1,7
2015,10,18,6,0,10,0.6,7
2015,10,18,7,0,10,1.1,3
2015,10,18,8,0,10,3.3,10
2015,10,18,9,0,10,5,7
2015,10,18,10,0,10,5,10
2015,10,18,11,0,10,5,6
2015,10,18,12,0,10,5,11
2015,10,18,13,0,10,5.6,11
2015,10,18,14,0,10,5,8
2015,10,18,15,0,10,5,11
2015,10,18,16,0,10,5.6,7
2015,10,18,17,0,10,4.4,7
2015,10,18,18,0,10,3.9,8
2015,10,18,19,0,10,3.3,5
2015,10,18,20,0,10,2.8,5
2015,10,18,21,0,10,2.8,3
2015,10,18,22,0,10,2.8,0
2015,10,18,23,0,10,2.2,3
2015,10,19,0,0,10,0.6,5
2015,10,19,1,0,10,-1.1,7
2015,10,19,2,0,7,-1.7,7
2015,10,19,3,0,10,-1.1,7
2015,10,19,4,0,10,-1.7,7
2015,10,19,5,0,10,-2.2,6
2015,10,19,6,0,7,-2.2,8
2015,10,19,7,0,7,0,7
2015,10,19,8,0,10,2.8,9
2015,10,19,9,0,10,6.7,9
2015,10,19,10,0,10,9.4,8
2015,10,19,11,0,10,11.7,8
2015,10,19,12,0,10,12.8,11
2015,10,19,13,0,10,13.9,10
2015,10,19,14,0,10,14.4,13
2015,10,19,15,0,10,14.4,11
2015,10,19,16,0,10,13.9,11
2015,10,19,17,0,10,12.2,8
2015,10,19,18,0,10,11.1,8
2015,10,19,19,0,10,10.6,7
2015,10,19,20,0,10,9.4,7
2015,10,19,21,0,10,9.4,8
2015,10,19,22,0,10,8.9,7
2015,10,19,23,0,10,8.3,7
2015,10,20,0,0,10,8.3,8
