TripId,StartTime,StopTime,BikeId,TripDuration,FromStationId,FromStationName,ToStationId,ToStationName,UserType
14321596,2015/10/1 0:22,2015/10/1 0:32,70374,572,1035,Fifth Ave & S Dithridge St,1038,Boulevard of the Allies & Parkview Ave,Subscriber
14321781,2015/10/1 0:46,2015/10/1 0:52,70283,363,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1017,21st St & Penn Ave,Customer
14321885,2015/10/1 0:57,2015/10/1 1:02,70068,303,1037,Frew St. & Schenley Dr.,1038,Boulevard of the Allies & Parkview Ave,Subscriber
14324479,2015/10/1 3:01,2015/10/1 3:08,70031,411,1040,Bigelow Blvd & 5th Ave,1038,Boulevard of the Allies & Parkview Ave,Customer
14327116,2015/10/1 5:29,2015/10/1 5:33,70075,261,1047,S 22nd St & E Carson St,1049,S 12th St & E Carson St,Subscriber
14327205,2015/10/1 5:34,2015/10/1 5:44,70401,611,1049,S 12th St & E Carson St,1000,Liberty Ave & Stanwix St.,Subscriber
14328412,2015/10/1 6:38,2015/10/1 6:46,70383,431,1029,Alder St & S Highland Ave,1023,Liberty Ave & Baum Blvd,Subscriber
14328920,2015/10/1 7:01,2015/10/1 7:24,70312,1370,1025,Penn Ave & N Fairmount St,1001,Forbes Ave & Market Square,Customer
14329359,2015/10/1 7:18,2015/10/1 7:31,70145,778,1049,S 12th St & E Carson St,1006,Ross St & Sixth Ave (Steel Plaza T Station),Subscriber
14329527,2015/10/1 7:25,2015/10/1 7:34,70426,593,1048,S 18th St & Sidney St,1006,Ross St & Sixth Ave (Steel Plaza T Station),Subscriber
14329748,2015/10/1 7:34,2015/10/1 7:39,70120,338,1008,Centre Ave & Consol Energy Center,1006,Ross St & Sixth Ave (Steel Plaza T Station),Subscriber
14329922,2015/10/1 7:41,2015/10/1 7:49,70289,536,1038,Boulevard of the Allies & Parkview Ave,1040,Bigelow Blvd & 5th Ave,Subscriber
14330012,2015/10/1 7:44,2015/10/1 7:48,70104,263,1029,Alder St & S Highland Ave,1028,Penn Ave & Putnam St -- Bakery Square,Subscriber
14330064,2015/10/1 7:46,2015/10/1 7:58,70027,748,1031,Maryland Ave & Ellsworth Ave,1020,42nd St & Penn Ave (Children's Hospital),Subscriber
14330091,2015/10/1 7:47,2015/10/1 7:54,70323,412,1049,S 12th St & E Carson St,1004,First Ave & B St (T Station),Subscriber
14330117,2015/10/1 7:48,2015/10/1 13:31,70118,20595,1015,Federal St & E North Ave,1001,Forbes Ave & Market Square,Subscriber
14330149,2015/10/1 7:49,2015/10/1 8:07,70022,1082,1014,Ridge Ave & Brighton Rd (CCAC),1000,Liberty Ave & Stanwix St.,Subscriber
14330225,2015/10/1 7:52,2015/10/1 8:12,70071,1204,1019,42nd St & Butler St,1005,Forbes Ave & Grant St,Subscriber
14330287,2015/10/1 7:54,2015/10/1 8:00,70068,344,1038,Boulevard of the Allies & Parkview Ave,1041,Fifth Ave & S Bouquet St,Subscriber
14330293,2015/10/1 7:54,2015/10/1 8:18,70059,1417,1021,Taylor St & Liberty Ave,1002,Third Ave & Wood St,Subscriber
14330725,2015/10/1 8:11,2015/10/1 8:36,70358,1466,1026,S Whitfield St & Baum Blvd,1000,Liberty Ave & Stanwix St.,Subscriber
14330745,2015/10/1 8:12,2015/10/1 8:28,70250,953,1020,42nd St & Penn Ave (Children's Hospital),1036,Schenley Dr at Schenley Plaza (Carnegie Library,
14330767,2015/10/1 8:13,2015/10/1 8:13,70087,16,1022,Liberty Ave & S Milvalle Ave --West Penn Hospital ,1022,Liberty Ave & S Milvalle Ave --West Penn Hospital ,Subscriber
14330775,2015/10/1 8:13,2015/10/1 8:14,70246,38,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Subscriber
14330812,2015/10/1 8:14,2015/10/1 8:15,70387,32,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Subscriber
14330915,2015/10/1 8:19,2015/10/1 8:20,70374,10,1038,Boulevard of the Allies & Parkview Ave,1038,Boulevard of the Allies & Parkview Ave,Subscriber
14330924,2015/10/1 8:20,2015/10/1 8:25,70200,322,1017,21st St & Penn Ave,1010,10th St & Penn Ave (David L. Lawrence Convention Center),Subscriber
14330950,2015/10/1 8:21,2015/10/1 8:38,70474,1052,1021,Taylor St & Liberty Ave,1002,Third Ave & Wood St,Subscriber
14330983,2015/10/1 8:22,2015/10/1 8:28,70401,350,1000,Liberty Ave & Stanwix St.,1013,Isabella St & Federal St (PNC Park),Subscriber
14331039,2015/10/1 8:24,2015/10/1 8:29,70014,317,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1001,Forbes Ave & Market Square,Subscriber
14331067,2015/10/1 8:25,2015/10/1 8:26,70186,31,1034,Ellsworth Ave & N Neville St,1034,Ellsworth Ave & N Neville St,Subscriber
14331089,2015/10/1 8:26,2015/10/1 8:44,70114,1111,1041,Fifth Ave & S Bouquet St,1041,Fifth Ave & S Bouquet St,Customer
14331114,2015/10/1 8:27,2015/10/1 8:45,70164,1108,1018,37th St & Butler St,1010,10th St & Penn Ave (David L. Lawrence Convention Center),Subscriber
14331160,2015/10/1 8:28,2015/10/1 8:47,70279,1108,1023,Liberty Ave & Baum Blvd,1037,Frew St. & Schenley Dr.,Subscriber
14331260,2015/10/1 8:32,2015/10/1 8:33,70172,10,1014,Ridge Ave & Brighton Rd (CCAC),1014,Ridge Ave & Brighton Rd (CCAC),Subscriber
14331270,2015/10/1 8:33,2015/10/1 8:41,70063,463,1014,Ridge Ave & Brighton Rd (CCAC),1014,Ridge Ave & Brighton Rd (CCAC),Subscriber
14331302,2015/10/1 8:34,2015/10/1 8:51,70278,992,1049,S 12th St & E Carson St,1005,Forbes Ave & Grant St,Subscriber
14331380,2015/10/1 8:38,2015/10/1 8:38,70337,11,1014,Ridge Ave & Brighton Rd (CCAC),1014,Ridge Ave & Brighton Rd (CCAC),Subscriber
14331398,2015/10/1 8:38,2015/10/1 8:38,70192,32,1032,Maryland Ave & Walnut St,1032,Maryland Ave & Walnut St,Subscriber
14331426,2015/10/1 8:39,2015/10/1 8:51,70057,727,1032,Maryland Ave & Walnut St,1037,Frew St. & Schenley Dr.,Subscriber
14331677,2015/10/1 8:48,2015/10/1 8:48,70017,4,1047,S 22nd St & E Carson St,1047,S 22nd St & E Carson St,Customer
14331736,2015/10/1 8:50,2015/10/1 9:09,70076,1088,1047,S 22nd St & E Carson St,1005,Forbes Ave & Grant St,Customer
14331747,2015/10/1 8:51,2015/10/1 8:57,70494,353,1015,Federal St & E North Ave,1015,Federal St & E North Ave,Subscriber
14331763,2015/10/1 8:51,2015/10/1 9:01,70049,552,1015,Federal St & E North Ave,1015,Federal St & E North Ave,Subscriber
14331836,2015/10/1 8:54,2015/10/1 9:04,70274,609,1033,Ivy St & Walnut St,1035,Fifth Ave & S Dithridge St,Customer
14331944,2015/10/1 8:58,2015/10/1 9:15,70083,1008,1025,Penn Ave & N Fairmount St,1044,Zulema St & Coltart Ave,Customer
14332075,2015/10/1 9:03,2015/10/1 9:31,70146,1693,1025,Penn Ave & N Fairmount St,1016,17th St & Penn Ave,Subscriber
14332125,2015/10/1 9:04,2015/10/1 9:04,70226,18,1035,Fifth Ave & S Dithridge St,1035,Fifth Ave & S Dithridge St,Subscriber
14332172,2015/10/1 9:06,2015/10/1 9:15,70340,579,1035,Fifth Ave & S Dithridge St,1033,Ivy St & Walnut St,Subscriber
14332404,2015/10/1 9:13,2015/10/1 9:44,70485,1814,1032,Maryland Ave & Walnut St,1002,Third Ave & Wood St,Subscriber
14332405,2015/10/1 9:13,2015/10/1 9:22,70346,522,1015,Federal St & E North Ave,1002,Third Ave & Wood St,Subscriber
14332430,2015/10/1 9:14,2015/10/1 9:35,70218,1244,1021,Taylor St & Liberty Ave,1000,Liberty Ave & Stanwix St.,Customer
14332650,2015/10/1 9:21,2015/10/1 9:29,70283,485,1017,21st St & Penn Ave,1006,Ross St & Sixth Ave (Steel Plaza T Station),Subscriber
14332766,2015/10/1 9:24,2015/10/1 9:47,70309,1364,1040,Bigelow Blvd & 5th Ave,1028,Penn Ave & Putnam St -- Bakery Square,Subscriber
14332937,2015/10/1 9:30,2015/10/1 9:35,70142,275,1030,S Euclid Ave & Centre Ave,1024,S Negley Ave & Baum Blvd,Subscriber
14333096,2015/10/1 9:35,2015/10/1 9:36,70293,7,1020,42nd St & Penn Ave (Children's Hospital),1020,42nd St & Penn Ave (Children's Hospital),Subscriber
14333344,2015/10/1 9:42,2015/10/1 9:59,70044,1033,1025,Penn Ave & N Fairmount St,1040,Bigelow Blvd & 5th Ave,Subscriber
14333441,2015/10/1 9:45,2015/10/1 9:56,70217,693,1049,S 12th St & E Carson St,1006,Ross St & Sixth Ave (Steel Plaza T Station),Customer
14333455,2015/10/1 9:45,2015/10/1 9:56,70360,689,1049,S 12th St & E Carson St,1006,Ross St & Sixth Ave (Steel Plaza T Station),Subscriber
14333838,2015/10/1 9:56,2015/10/1 10:10,70048,815,1033,Ivy St & Walnut St,1040,Bigelow Blvd & 5th Ave,Subscriber
14333854,2015/10/1 9:56,2015/10/1 9:57,70315,7,1024,S Negley Ave & Baum Blvd,1024,S Negley Ave & Baum Blvd,Subscriber
14334096,2015/10/1 10:03,2015/10/1 10:03,70495,8,1022,Liberty Ave & S Milvalle Ave --West Penn Hospital ,1022,Liberty Ave & S Milvalle Ave --West Penn Hospital ,Customer
14334302,2015/10/1 10:08,2015/10/1 10:13,70191,325,1033,Ivy St & Walnut St,1029,Alder St & S Highland Ave,Subscriber
14334361,2015/10/1 10:09,2015/10/1 10:09,70054,7,1018,37th St & Butler St,1018,37th St & Butler St,Subscriber
14334412,2015/10/1 10:10,2015/10/1 10:39,70092,1748,1018,37th St & Butler St,1017,21st St & Penn Ave,Subscriber
14334512,2015/10/1 10:13,2015/10/1 10:28,70080,917,1005,Forbes Ave & Grant St,1047,S 22nd St & E Carson St,Customer
14334561,2015/10/1 10:14,2015/10/1 10:18,70114,210,1041,Fifth Ave & S Bouquet St,1039,Atwood St & Bates St,Subscriber
14334769,2015/10/1 10:19,2015/10/1 10:25,70397,375,1034,Ellsworth Ave & N Neville St,1041,Fifth Ave & S Bouquet St,Subscriber
14334918,2015/10/1 10:22,2015/10/1 10:29,70100,386,1040,Bigelow Blvd & 5th Ave,1038,Boulevard of the Allies & Parkview Ave,Subscriber
14334920,2015/10/1 10:22,2015/10/1 10:28,70404,346,1035,Fifth Ave & S Dithridge St,1037,Frew St. & Schenley Dr.,Subscriber
14335358,2015/10/1 10:33,2015/10/1 10:33,70420,9,1039,Atwood St & Bates St,1039,Atwood St & Bates St,Customer
14335392,2015/10/1 10:34,2015/10/1 11:46,70150,4359,1039,Atwood St & Bates St,1039,Atwood St & Bates St,Customer
14335566,2015/10/1 10:37,2015/10/1 10:56,70293,1125,1041,Fifth Ave & S Bouquet St,1038,Boulevard of the Allies & Parkview Ave,Subscriber
14335571,2015/10/1 10:38,2015/10/1 10:47,70159,567,1017,21st St & Penn Ave,1010,10th St & Penn Ave (David L. Lawrence Convention Center),Subscriber
14335666,2015/10/1 10:40,2015/10/1 10:56,70013,933,1005,Forbes Ave & Grant St,1002,Third Ave & Wood St,Subscriber
14335812,2015/10/1 10:43,2015/10/1 12:29,70194,6368,1023,Liberty Ave & Baum Blvd,1040,Bigelow Blvd & 5th Ave,Subscriber
14335967,2015/10/1 10:46,2015/10/1 11:02,70164,948,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1050,Healthy Ride Hub,Subscriber
14335996,2015/10/1 10:47,2015/10/1 10:56,70139,593,1025,Penn Ave & N Fairmount St,1021,Taylor St & Liberty Ave,Customer
14336026,2015/10/1 10:47,2015/10/1 10:59,70245,728,1023,Liberty Ave & Baum Blvd,1041,Fifth Ave & S Bouquet St,Subscriber
14336109,2015/10/1 10:49,2015/10/1 15:10,70147,15652,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
14336163,2015/10/1 10:50,2015/10/1 10:53,70132,183,1002,Third Ave & Wood St,1001,Forbes Ave & Market Square,Subscriber
14336290,2015/10/1 10:54,2015/10/1 11:06,70030,749,1001,Forbes Ave & Market Square,1014,Ridge Ave & Brighton Rd (CCAC),Subscriber
14336339,2015/10/1 10:55,2015/10/1 15:11,70414,15339,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
14336347,2015/10/1 10:55,2015/10/1 11:10,70267,886,1033,Ivy St & Walnut St,1041,Fifth Ave & S Bouquet St,Subscriber
14336431,2015/10/1 10:58,2015/10/1 11:05,70433,431,1017,21st St & Penn Ave,1010,10th St & Penn Ave (David L. Lawrence Convention Center),Subscriber
14336882,2015/10/1 11:08,2015/10/1 11:15,70225,381,1038,Boulevard of the Allies & Parkview Ave,1037,Frew St. & Schenley Dr.,Subscriber
14337178,2015/10/1 11:14,2015/10/1 11:36,70139,1283,1021,Taylor St & Liberty Ave,1005,Forbes Ave & Grant St,Subscriber
14337181,2015/10/1 11:14,2015/10/1 11:17,70435,179,1041,Fifth Ave & S Bouquet St,1039,Atwood St & Bates St,Customer
14337350,2015/10/1 11:18,2015/10/1 11:25,70397,370,1041,Fifth Ave & S Bouquet St,1034,Ellsworth Ave & N Neville St,Subscriber
14337494,2015/10/1 11:22,2015/10/1 11:33,70395,662,1033,Ivy St & Walnut St,1035,Fifth Ave & S Dithridge St,Subscriber
14337578,2015/10/1 11:24,2015/10/1 11:32,70401,470,1013,Isabella St & Federal St (PNC Park),1000,Liberty Ave & Stanwix St.,Subscriber
14337687,2015/10/1 11:27,2015/10/1 11:50,70068,1370,1041,Fifth Ave & S Bouquet St,1028,Penn Ave & Putnam St -- Bakery Square,Customer
14338444,2015/10/1 11:45,2015/10/1 11:53,70317,441,1038,Boulevard of the Allies & Parkview Ave,1035,Fifth Ave & S Dithridge St,Subscriber
14338723,2015/10/1 11:53,2015/10/1 12:15,70412,1344,1027,Shady Ave and Ellsworth Ave,1043,Coltart Ave & Forbes Ave,Subscriber
14338748,2015/10/1 11:53,2015/10/1 11:58,70290,264,1044,Zulema St & Coltart Ave,1041,Fifth Ave & S Bouquet St,Subscriber
14338778,2015/10/1 11:54,2015/10/1 12:38,70016,2614,1012,North Shore Trail & Fort Duquesne Bridge,1012,North Shore Trail & Fort Duquesne Bridge,Customer
14338823,2015/10/1 11:56,2015/10/1 12:24,70047,1661,1006,Ross St & Sixth Ave (Steel Plaza T Station),1049,S 12th St & E Carson St,Customer
14339049,2015/10/1 12:02,2015/10/1 12:12,70256,603,1017,21st St & Penn Ave,1018,37th St & Butler St,Subscriber
14339201,2015/10/1 12:06,2015/10/1 12:31,70413,1488,1008,Centre Ave & Consol Energy Center,1006,Ross St & Sixth Ave (Steel Plaza T Station),Subscriber
14339604,2015/10/1 12:15,2015/10/1 12:33,70200,1051,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1006,Ross St & Sixth Ave (Steel Plaza T Station),Subscriber
14339657,2015/10/1 12:17,2015/10/1 12:28,70025,636,1034,Ellsworth Ave & N Neville St,1026,S Whitfield St & Baum Blvd,Subscriber
14339721,2015/10/1 12:19,2015/10/1 12:28,70064,587,1031,Maryland Ave & Ellsworth Ave,1040,Bigelow Blvd & 5th Ave,Subscriber
14339793,2015/10/1 12:21,2015/10/1 12:26,70095,314,1023,Liberty Ave & Baum Blvd,1031,Maryland Ave & Ellsworth Ave,Subscriber
14340055,2015/10/1 12:28,2015/10/1 12:32,70267,266,1041,Fifth Ave & S Bouquet St,1039,Atwood St & Bates St,Customer
14340092,2015/10/1 12:29,2015/10/1 12:34,70393,305,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Subscriber
14340131,2015/10/1 12:30,2015/10/1 12:31,70398,56,1032,Maryland Ave & Walnut St,1032,Maryland Ave & Walnut St,Subscriber
14340174,2015/10/1 12:31,2015/10/1 12:32,70093,48,1040,Bigelow Blvd & 5th Ave,1040,Bigelow Blvd & 5th Ave,Subscriber
14340193,2015/10/1 12:32,2015/10/1 12:41,70155,562,1007,Stevenson St & Forbes Ave,1049,S 12th St & E Carson St,Customer
14340321,2015/10/1 12:35,2015/10/1 12:43,70045,464,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Subscriber
14340411,2015/10/1 12:38,2015/10/1 13:06,70083,1668,1044,Zulema St & Coltart Ave,1045,S 27th St & Tunnel Blvd (Southside Works),Subscriber
14340548,2015/10/1 12:42,2015/10/1 13:05,70126,1381,1014,Ridge Ave & Brighton Rd (CCAC),,Across from Alihans,Subscriber
14340690,2015/10/1 12:47,2015/10/1 12:56,70346,588,1002,Third Ave & Wood St,1015,Federal St & E North Ave,Subscriber
14340721,2015/10/1 12:48,2015/10/1 12:57,70037,551,1013,Isabella St & Federal St (PNC Park),1013,Isabella St & Federal St (PNC Park),Subscriber
14340936,2015/10/1 12:55,2015/10/1 12:58,70149,198,1035,Fifth Ave & S Dithridge St,1041,Fifth Ave & S Bouquet St,Subscriber
14340974,2015/10/1 12:56,2015/10/1 13:08,70010,687,1024,S Negley Ave & Baum Blvd,1027,Shady Ave and Ellsworth Ave,Subscriber
14341024,2015/10/1 12:57,2015/10/1 13:06,70478,539,1040,Bigelow Blvd & 5th Ave,1038,Boulevard of the Allies & Parkview Ave,Subscriber
14341054,2015/10/1 12:58,2015/10/1 12:59,70415,15,1022,Liberty Ave & S Milvalle Ave --West Penn Hospital ,1022,Liberty Ave & S Milvalle Ave --West Penn Hospital ,Subscriber
14341071,2015/10/1 13:00,2015/10/1 13:00,70099,32,1050,Healthy Ride Hub,1050,Healthy Ride Hub,Subscriber
14341090,2015/10/1 13:00,2015/10/1 13:01,70186,61,1034,Ellsworth Ave & N Neville St,1034,Ellsworth Ave & N Neville St,Customer
14341426,2015/10/1 13:12,2015/10/1 13:30,70190,1057,1021,Taylor St & Liberty Ave,1028,Penn Ave & Putnam St -- Bakery Square,Subscriber
14341427,2015/10/1 13:13,2015/10/1 13:21,70196,506,1033,Ivy St & Walnut St,1031,Maryland Ave & Ellsworth Ave,Customer
14341494,2015/10/1 13:15,2015/10/1 13:25,70491,624,1046,S 25th St & E Carson St,1048,S 18th St & Sidney St,Subscriber
14341547,2015/10/1 13:18,2015/10/1 13:37,70255,1146,1014,Ridge Ave & Brighton Rd (CCAC),1001,Forbes Ave & Market Square,Customer
14341625,2015/10/1 13:21,2015/10/1 13:32,70070,666,1050,Healthy Ride Hub,1050,Healthy Ride Hub,Subscriber
14341629,2015/10/1 13:21,2015/10/1 13:32,70467,662,1050,Healthy Ride Hub,1050,Healthy Ride Hub,Customer
14341655,2015/10/1 13:22,2015/10/1 13:33,70443,646,1026,S Whitfield St & Baum Blvd,1024,S Negley Ave & Baum Blvd,Subscriber
14341688,2015/10/1 13:24,2015/10/1 13:32,70420,483,1039,Atwood St & Bates St,1038,Boulevard of the Allies & Parkview Ave,Subscriber
14341845,2015/10/1 13:31,2015/10/1 13:31,70468,21,1001,Forbes Ave & Market Square,1001,Forbes Ave & Market Square,Subscriber
14341977,2015/10/1 13:35,2015/10/1 16:16,70070,9627,1050,Healthy Ride Hub,1050,Healthy Ride Hub,Subscriber
14342027,2015/10/1 13:38,2015/10/1 14:35,70467,3424,1050,Healthy Ride Hub,,BIKE 70467,Subscriber
14342048,2015/10/1 13:38,2015/10/1 13:39,70054,21,1018,37th St & Butler St,1018,37th St & Butler St,Customer
14342085,2015/10/1 13:40,2015/10/1 14:13,70300,1996,1018,37th St & Butler St,1017,21st St & Penn Ave,Customer
14342099,2015/10/1 13:40,2015/10/1 14:13,70256,1949,1018,37th St & Butler St,1017,21st St & Penn Ave,Customer
14342184,2015/10/1 13:44,2015/10/1 13:50,70397,399,1034,Ellsworth Ave & N Neville St,1041,Fifth Ave & S Bouquet St,Subscriber
14342233,2015/10/1 13:47,2015/10/1 13:59,70077,716,1033,Ivy St & Walnut St,1041,Fifth Ave & S Bouquet St,Customer
14342259,2015/10/1 13:48,2015/10/1 13:53,70095,312,1031,Maryland Ave & Ellsworth Ave,1023,Liberty Ave & Baum Blvd,Subscriber
14342334,2015/10/1 13:52,2015/10/1 14:20,70497,1680,1048,S 18th St & Sidney St,1001,Forbes Ave & Market Square,Subscriber
14342478,2015/10/1 13:59,2015/10/1 14:16,70044,1046,1040,Bigelow Blvd & 5th Ave,1020,42nd St & Penn Ave (Children's Hospital),Subscriber
14342532,2015/10/1 14:01,2015/10/1 14:10,70022,495,1000,Liberty Ave & Stanwix St.,1015,Federal St & E North Ave,Subscriber
14342587,2015/10/1 14:04,2015/10/1 14:37,70088,1957,1037,Frew St. & Schenley Dr.,1036,Schenley Dr at Schenley Plaza (Carnegie Library,
14342669,2015/10/1 14:09,2015/10/1 14:09,70076,4,1005,Forbes Ave & Grant St,1005,Forbes Ave & Grant St,Customer
14342692,2015/10/1 14:11,2015/10/1 14:16,70319,317,1005,Forbes Ave & Grant St,1002,Third Ave & Wood St,Customer
14342751,2015/10/1 14:14,2015/10/1 14:38,70461,1477,1022,Liberty Ave & S Milvalle Ave --West Penn Hospital ,1005,Forbes Ave & Grant St,Customer
14342814,2015/10/1 14:16,2015/10/1 14:52,70317,2172,1035,Fifth Ave & S Dithridge St,1022,Liberty Ave & S Milvalle Ave --West Penn Hospital ,Subscriber
14342944,2015/10/1 14:23,2015/10/1 14:30,70086,466,1036,Schenley Dr at Schenley Plaza (Carnegie Library,,,
14342972,2015/10/1 14:24,2015/10/1 14:31,70387,399,1012,North Shore Trail & Fort Duquesne Bridge,1002,Third Ave & Wood St,Customer
14343035,2015/10/1 14:28,2015/10/1 14:34,70420,322,1038,Boulevard of the Allies & Parkview Ave,1041,Fifth Ave & S Bouquet St,Subscriber
14343158,2015/10/1 14:36,2015/10/1 14:47,70467,684,,BIKE 70467,1050,Healthy Ride Hub,Subscriber
14343163,2015/10/1 14:36,2015/10/1 14:49,70157,784,1045,S 27th St & Tunnel Blvd (Southside Works),1039,Atwood St & Bates St,Customer
14343205,2015/10/1 14:39,2015/10/1 15:18,70362,2313,1011,Fort Duquesne Blvd & 7th St,1011,Fort Duquesne Blvd & 7th St,Customer
14343282,2015/10/1 14:45,2015/10/1 17:04,70065,8314,1018,37th St & Butler St,1019,42nd St & Butler St,Customer
14343287,2015/10/1 14:45,2015/10/1 14:55,70256,616,1017,21st St & Penn Ave,1001,Forbes Ave & Market Square,Customer
14343375,2015/10/1 14:52,2015/10/1 14:58,70293,358,1038,Boulevard of the Allies & Parkview Ave,1036,Schenley Dr at Schenley Plaza (Carnegie Library,
14343385,2015/10/1 14:52,2015/10/1 15:00,70067,468,1028,Penn Ave & Putnam St -- Bakery Square,1033,Ivy St & Walnut St,Subscriber
14343465,2015/10/1 14:58,2015/10/1 15:35,70479,2196,1029,Alder St & S Highland Ave,1029,Alder St & S Highland Ave,Customer
14343518,2015/10/1 15:01,2015/10/1 15:11,70122,628,1011,Fort Duquesne Blvd & 7th St,1014,Ridge Ave & Brighton Rd (CCAC),Subscriber
14343596,2015/10/1 15:06,2015/10/1 15:09,70285,152,1020,42nd St & Penn Ave (Children's Hospital),1020,42nd St & Penn Ave (Children's Hospital),Subscriber
14343735,2015/10/1 15:16,2015/10/1 15:16,70253,7,1019,42nd St & Butler St,1019,42nd St & Butler St,Subscriber
14343746,2015/10/1 15:17,2015/10/1 15:17,70304,13,1019,42nd St & Butler St,1019,42nd St & Butler St,Subscriber
14343792,2015/10/1 15:20,2015/10/1 15:21,70073,26,1049,S 12th St & E Carson St,1049,S 12th St & E Carson St,Subscriber
14343800,2015/10/1 15:21,2015/10/1 15:25,70087,255,1041,Fifth Ave & S Bouquet St,1044,Zulema St & Coltart Ave,Subscriber
14343804,2015/10/1 15:21,2015/10/1 15:27,70047,355,1049,S 12th St & E Carson St,1046,S 25th St & E Carson St,Subscriber
14343805,2015/10/1 15:21,2015/10/1 16:10,70227,2916,1025,Penn Ave & N Fairmount St,1018,37th St & Butler St,Customer
14343810,2015/10/1 15:22,2015/10/1 16:06,70081,2660,1025,Penn Ave & N Fairmount St,1018,37th St & Butler St,Customer
14343878,2015/10/1 15:26,2015/10/1 15:47,70420,1247,1041,Fifth Ave & S Bouquet St,1025,Penn Ave & N Fairmount St,Customer
14343899,2015/10/1 15:28,2015/10/1 15:28,70054,14,1018,37th St & Butler St,1018,37th St & Butler St,Subscriber
14343983,2015/10/1 15:34,2015/10/1 15:35,70053,69,1018,37th St & Butler St,1018,37th St & Butler St,Subscriber
14343986,2015/10/1 15:34,2015/10/1 15:43,70244,540,1034,Ellsworth Ave & N Neville St,1036,Schenley Dr at Schenley Plaza (Carnegie Library,
14343989,2015/10/1 15:34,2015/10/1 15:45,70399,636,1021,Taylor St & Liberty Ave,1026,S Whitfield St & Baum Blvd,Subscriber
14344004,2015/10/1 15:35,2015/10/1 15:35,70053,6,1018,37th St & Butler St,1018,37th St & Butler St,Subscriber
14344014,2015/10/1 15:35,2015/10/1 15:43,70067,483,1033,Ivy St & Walnut St,1022,Liberty Ave & S Milvalle Ave --West Penn Hospital ,Subscriber
14344029,2015/10/1 15:37,2015/10/1 16:20,70409,2600,1010,10th St & Penn Ave (David L. Lawrence Convention Center),1010,10th St & Penn Ave (David L. Lawrence Convention Center),Subscriber
14344045,2015/10/1 15:39,2015/10/1 15:43,70058,228,1037,Frew St. & Schenley Dr.,1036,Schenley Dr at Schenley Plaza (Carnegie Library,
14344064,2015/10/1 15:41,2015/10/1 16:00,70116,1143,1045,S 27th St & Tunnel Blvd (Southside Works),1045,S 27th St & Tunnel Blvd (Southside Works),Customer
14344111,2015/10/1 15:46,2015/10/1 15:50,70058,266,1036,Schenley Dr at Schenley Plaza (Carnegie Library,,,
14344178,2015/10/1 15:53,2015/10/1 16:10,70415,1051,1022,Liberty Ave & S Milvalle Ave --West Penn Hospital ,1017,21st St & Penn Ave,Customer
14344183,2015/10/1 15:53,2015/10/1 16:10,70242,1018,1022,Liberty Ave & S Milvalle Ave --West Penn Hospital ,1017,21st St & Penn Ave,Customer
14344186,2015/10/1 15:54,2015/10/1 16:10,70094,978,1022,Liberty Ave & S Milvalle Ave --West Penn Hospital ,1017,21st St & Penn Ave,Customer
14344197,2015/10/1 15:55,2015/10/1 16:00,70083,323,1009,12th St & Penn Ave,1001,Forbes Ave & Market Square,Subscriber
14344243,2015/10/1 15:59,2015/10/1 16:14,70060,907,1044,Zulema St & Coltart Ave,1047,S 22nd St & E Carson St,Subscriber
14344249,2015/10/1 16:00,2015/10/1 16:05,70077,321,1041,Fifth Ave & S Bouquet St,1041,Fifth Ave & S Bouquet St,Subscriber
14344256,2015/10/1 16:01,2015/10/2 8:32,70022,59491,1015,Federal St & E North Ave,1015,Federal St & E North Ave,Customer
14344271,2015/10/1 16:02,2015/10/1 16:14,70117,766,1023,Liberty Ave & Baum Blvd,1018,37th St & Butler St,Subscriber
14344279,2015/10/1 16:02,2015/10/1 16:11,70410,540,1015,Federal St & E North Ave,1011,Fort Duquesne Blvd & 7th St,Customer
14344326,2015/10/1 16:06,2015/10/1 16:15,70051,512,1017,21st St & Penn Ave,1011,Fort Duquesne Blvd & 7th St,Customer
14344347,2015/10/1 16:08,2015/10/1 16:20,70397,730,1041,Fifth Ave & S Bouquet St,1034,Ellsworth Ave & N Neville St,Subscriber
14344353,2015/10/1 16:08,2015/10/1 16:22,70226,838,1035,Fifth Ave & S Dithridge St,1029,Alder St & S Highland Ave,Subscriber
14344366,2015/10/1 16:09,2015/10/1 16:25,70115,988,1017,21st St & Penn Ave,1019,42nd St & Butler St,Subscriber
